"Gene1","Gene2","CRC_cor","CRC_pVal","adenoma_cor","adenoma_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes","type","abs_zScoreDiff"
"Bifidobacterium catenulatum","Pneumocystis murina",0.141154799776859,0.00257454766250031,-0.087103999533798,0.103773106662149,-3.2129190833651,0.00131393301630087,0.0314484126984127,0.364886873517108,"+/0","Intersect",3.2129190833651
"Anaerostipes hadrus","[Eubacterium] eligens",0.295428842168974,1.35106148491104e-10,0.0750512380305499,0.161203941102266,-3.21127062610112,0.00132149420310413,0.0314484126984127,0.364886873517108,"+/0","Bacteria",3.21127062610112
"Streptococcus anginosus","Streptococcus thermophilus",0.306504104289837,2.48809861602695e-11,0.0876060735261726,0.101788579052302,-3.20482851498071,0.00135142970917388,0.031547619047619,0.364886873517108,"+/0","Bacteria",3.20482851498071
"Streptococcus anginosus","Colletotrichum fioriniae",0.0455847342721038,0.332488958708238,0.267557779193622,3.76315514305503e-07,3.20152163720405,0.00136703807959839,0.0315972222222222,0.364886873517108,"0/+","Intersect",3.20152163720405
"Romboutsia ilealis","Aspergillus ochraceoroseus",0.215448594434964,3.61308727159226e-06,-0.00814657011771153,0.879292878329075,-3.17925348790787,0.00147654902807165,0.0324404761904762,0.371323570823222,"+/0","Intersect",3.17925348790787
"Leucoagaricus sp. SymC.cos","Edhazardia aedis",0.358504541761664,3.10862446895044e-15,0.147906247316813,0.0055638112973142,-3.16727598213013,0.00153874212253371,0.0326884920634921,0.371323570823222,"+/+","Eukaryota",3.16727598213013
"Erysiphe pulchra","Phytopythium vexans",-0.123973191983486,0.00818219745561022,0.0982712407280758,0.0663048926992293,3.12574034783102,0.00177358072697492,0.0334821428571429,0.371323570823222,"-/0","Eukaryota",3.12574034783102
"Phytophthora capsici","Choanephora cucurbitarum",0.152277862394222,0.00113519324614098,-0.0688461769030824,0.198823210427352,-3.11486115816356,0.00184031511441593,0.0337301587301587,0.371323570823222,"+/0","Eukaryota",3.11486115816356
"Gemella morbillorum","Cordyceps sp. RAO-2017",0.0419147782720143,0.372918822050857,0.258374389526758,9.58863276334654e-07,3.11485509973565,0.0018403529119434,0.0337301587301587,0.371323570823222,"0/+","Intersect",3.11485509973565
"Pseudobutyrivibrio xylanivorans","Albugo candida",0.292196215609638,2.18420836972655e-10,0.080451695480549,0.133054498538676,-3.08563567025997,0.00203117535860348,0.0346230158730159,0.371323570823222,"+/0","Intersect",3.08563567025997
"Streptococcus anginosus","Trichoderma atroviride",-0.0428811661235452,0.36198914278543,0.174831635206254,0.00102188393689095,3.07462787507892,0.00210765347059969,0.0349702380952381,0.371323570823222,"0/+","Intersect",3.07462787507892
"Prevotella intermedia","Pichia kudriavzevii",-0.0398634411908007,0.39678523255946,0.176630789048887,0.000904150879515342,3.0582934048588,0.00222601509219224,0.035218253968254,0.371323570823222,"0/+","Intersect",3.0582934048588
"Anaerostipes hadrus","Butyrivibrio proteoclasticus",0.424988999970794,0,0.231150936625815,1.25235391834622e-05,-3.05791065226245,0.00222886020724681,0.035218253968254,0.371323570823222,"+/+","Bacteria",3.05791065226245
"Rhizophagus clarus","Schizosaccharomyces pombe",0.315454253400172,6.01185767834522e-12,0.108490903082463,0.0425185287519125,-3.0482655819067,0.00230166411241649,0.035515873015873,0.371323570823222,"+/+","Eukaryota",3.0482655819067
"Pichia kudriavzevii","Schizosaccharomyces pombe",0.222686762186096,1.65068798096968e-06,0.00900399591167454,0.866701171374293,-3.04554479237879,0.00232259179854475,0.0356150793650794,0.371323570823222,"+/0","Eukaryota",3.04554479237879
"Gemella morbillorum","Pneumocystis murina",-0.0389373423519002,0.407854339810048,0.175290968459148,0.000990552537350364,3.02594183913866,0.00247859974694193,0.0360615079365079,0.371323570823222,"0/+","Intersect",3.02594183913866
"Lipomyces starkeyi","Edhazardia aedis",0.222900946797431,1.61221129579836e-06,0.0115848198995533,0.829015759266418,-3.01255522464036,0.00259058295869078,0.0365575396825397,0.371323570823222,"+/0","Eukaryota",3.01255522464036
"Fusobacterium nucleatum","Prevotella intermedia",0.272143725199095,3.76346642738667e-09,0.0647776452659056,0.226734521956153,-3.0011806709512,0.00268934946823792,0.0367559523809524,0.371323570823222,"+/0","Bacteria",3.0011806709512
"Erysiphe pulchra","Baudoinia panamericana",-0.0693810429621785,0.139937260256787,0.143621115628775,0.00711828907185774,2.99844459974244,0.00271361486960648,0.0368551587301587,0.371323570823222,"0/+","Eukaryota",2.99844459974244
"Streptococcus milleri","Pichia kudriavzevii",0.247670196502739,8.98471073096374e-08,0.0390604825763595,0.46635737547569,-2.99473571751076,0.00274682725154842,0.0370039682539683,0.371323570823222,"+/0","Intersect",2.99473571751076
"Streptococcus thermophilus","Albugo candida",0.197173348187283,2.32392184154051e-05,-0.0140514150405709,0.793359650147145,-2.99464230117381,0.00274766855216014,0.0370535714285714,0.371323570823222,"+/0","Intersect",2.99464230117381
"Naumovozyma dairenensis","[Candida] arabinofermentans",0.204221253582624,1.15609055160171e-05,0.397315432040149,1.11022302462516e-14,2.98737849180934,0.00281381123015877,0.0372519841269841,0.371323570823222,"+/+","Eukaryota",2.98737849180934
"Butyrivibrio proteoclasticus","Dialister pneumosintes",-0.0245197783747178,0.602305650645782,0.185209026899928,0.000496335086920041,2.96738940045466,0.003003403149342,0.037797619047619,0.371323570823222,"0/+","Bacteria",2.96738940045466
"Parvimonas micra","Lactococcus garvieae",0.202233314276686,1.41122226051671e-05,-0.00669989215318978,0.900605478342915,-2.96548339304173,0.00302207661100499,0.0378472222222222,0.371323570823222,"+/0","Bacteria",2.96548339304173
"Streptococcus thermophilus","Rhizophagus clarus",0.169086228164139,0.000295829282727311,-0.0405285904906707,0.449757902415393,-2.95871454088891,0.00308925120736864,0.0380952380952381,0.371323570823222,"+/0","Intersect",2.95871454088891
"Butyrivibrio proteoclasticus","Schizosaccharomyces pombe",0.19359922935364,3.28063817174318e-05,-0.0144990444400535,0.786932435406684,-2.94887359673566,0.00318934393711901,0.0382936507936508,0.371323570823222,"+/0","Intersect",2.94887359673566
"Sphaerulina musiva","Pseudocercospora musae",-0.125874299028253,0.00724575880101819,0.0835923764480568,0.118521649999489,2.94550516852089,0.00322427760856134,0.0385416666666667,0.371323570823222,"-/0","Eukaryota",2.94550516852089
"Streptococcus anginosus","Bifidobacterium adolescentis",0.017018661840422,0.71761520972875,0.223287740263997,2.48969461740245e-05,2.94214440370922,0.0032594789404288,0.038640873015873,0.371323570823222,"0/+","Bacteria",2.94214440370922
"Roseburia intestinalis","Pneumocystis murina",0.289286630930143,3.34833494264331e-10,0.0876058792010748,0.101789341292014,-2.94022761260576,0.00327971224560606,0.0387896825396825,0.371323570823222,"+/0","Intersect",2.94022761260576
"Pseudobutyrivibrio xylanivorans","Streptococcus milleri",0.169531970166879,0.000284956290772076,-0.038647274505563,0.471089735589201,-2.93875364166869,0.00329534896758506,0.0387896825396825,0.371323570823222,"+/0","Bacteria",2.93875364166869
"Albugo candida","Hyaloscypha variabilis",0.204986865950585,1.07007017393634e-05,0.000779095804257846,0.988412403743602,-2.90097484382179,0.00372003741300641,0.0398809523809524,0.372782352484115,"+/0","Eukaryota",2.90097484382179
"Butyrivibrio proteoclasticus","Albugo candida",0.269918754220333,5.09009989713149e-09,0.0695837275887122,0.194043443334553,-2.89994233336562,0.00373231318319719,0.0399305555555556,0.372782352484115,"+/0","Intersect",2.89994233336562
"Fusobacterium nucleatum","Moniliophthora perniciosa",0.329338011144893,6.03073146976385e-13,0.134834445245931,0.0115685658701401,-2.89077154226275,0.00384297373825623,0.0400793650793651,0.372782352484115,"+/+","Intersect",2.89077154226275
"Anaerostipes hadrus","Baudoinia panamericana",0.104388644294455,0.0261359610118079,0.301469012049207,8.70474359260243e-09,2.88992304637997,0.00385336141691446,0.0401289682539683,0.372782352484115,"+/+","Intersect",2.88992304637997
"Bifidobacterium angulatum","Bifidobacterium adolescentis",0.0992568514706533,0.0344908284363288,0.296682891961173,1.52722976487496e-08,2.88893265015841,0.00386551856588491,0.040327380952381,0.372782352484115,"+/+","Bacteria",2.88893265015841
"Aspergillus rambellii","Trichoderma atroviride",-0.0872626077010592,0.0632048415734199,0.117469674612228,0.0279913339336804,2.87781336894448,0.00400441968342603,0.040625,0.372782352484115,"0/+","Eukaryota",2.87781336894448
"Clostridium beijerinckii","Streptococcus thermophilus",0.235389581725438,3.91301794522292e-07,0.0357096251708673,0.50548240719677,-2.85909210501627,0.0042485540877947,0.0411210317460317,0.372782352484115,"+/0","Bacteria",2.85909210501627
"Butyrivibrio proteoclasticus","Pneumocystis murina",0.267121689449765,7.41137684556747e-09,0.0700878132807851,0.190825334598358,-2.85063469827171,0.00436320652999439,0.0412698412698413,0.372782352484115,"+/0","Intersect",2.85063469827171
"Romboutsia ilealis","Rhizophagus clarus",0.231734527562956,5.97159550252968e-07,0.0326717486898809,0.54238621865999,-2.84754557450613,0.00440577853736512,0.0413690476190476,0.372782352484115,"+/0","Intersect",2.84754557450613
"[Eubacterium] eligens","Aspergillus ochraceoroseus",0.160175508898274,0.000613357136112658,-0.0403636514350197,0.451606027411611,-2.82813810213479,0.00468196041652084,0.0420634920634921,0.372782352484115,"+/0","Intersect",2.82813810213479
"Sphaerulina musiva","Tuber magnatum",-0.0423368608104489,0.368120312720842,0.157591275250455,0.0031144547702322,2.8186914170412,0.00482198504053024,0.0422619047619048,0.372782352484115,"0/+","Eukaryota",2.8186914170412
"Pseudobutyrivibrio xylanivorans","Pneumocystis murina",0.288902758231657,3.54119178425094e-10,0.0961044078141205,0.0725461449151714,-2.81433490716137,0.00488782766804276,0.0423115079365079,0.372782352484115,"+/0","Intersect",2.81433490716137
"Pseudobutyrivibrio xylanivorans","Prevotella intermedia",-0.0357281620143561,0.447605171242987,0.163625648416519,0.00213395002633776,2.81274485132227,0.00491206103451596,0.0424107142857143,0.372782352484115,"0/+","Bacteria",2.81274485132227
"Fusobacterium nucleatum","Choanephora cucurbitarum",-0.0631827179999668,0.178986134468848,0.134480570526667,0.011790594798283,2.78073124646923,0.0054236616685357,0.0434027777777778,0.372782352484115,"0/+","Intersect",2.78073124646923
"Erysiphe pulchra","Aspergillus ochraceoroseus",0.253443622618045,4.37640768069514e-08,0.0614352316153383,0.251662997653105,-2.76686072009491,0.00565989303512645,0.0439980158730159,0.372782352484115,"+/0","Eukaryota",2.76686072009491
"Fusobacterium nucleatum","Rhizophagus clarus",-0.0552149981531812,0.240341466691849,0.141332235553055,0.00809864546557915,2.76656962713211,0.00566494862694184,0.0439980158730159,0.372782352484115,"0/+","Intersect",2.76656962713211
"Anaerostipes hadrus","Moniliophthora perniciosa",-0.04614269784984,0.326598975470781,0.150169541998759,0.00487246871807545,2.76563774318423,0.00568116063777501,0.0439980158730159,0.372782352484115,"0/+","Intersect",2.76563774318423
"Rhizophagus clarus","Pichia kudriavzevii",0.267145184407959,7.38815608691823e-09,0.0762601097060644,0.154543132838404,-2.76408667874162,0.00570823736275384,0.0440476190476191,0.372782352484115,"+/0","Eukaryota",2.76408667874162
"Pseudobutyrivibrio xylanivorans","Schizosaccharomyces pombe",0.204620447869226,1.11044993449383e-05,0.0102833108049613,0.847977218742749,-2.76251694203929,0.00573575849238203,0.0440972222222222,0.372782352484115,"+/0","Intersect",2.76251694203929
"[Eubacterium] eligens","Pneumocystis murina",0.233719331861033,4.75088881124464e-07,0.0424303514985067,0.42875964127932,-2.74007902445826,0.00614244137115351,0.0448412698412698,0.372782352484115,"+/0","Intersect",2.74007902445826
"Clostridium beijerinckii","Bifidobacterium longum",-0.0190204198172717,0.686071065322004,0.174501331604226,0.00104497586446239,2.73537492536506,0.00623092607476478,0.0448412698412698,0.372782352484115,"0/+","Bacteria",2.73537492536506
"Sphaerulina musiva","Aspergillus ochraceoroseus",0.243928610022808,1.41854487711868e-07,0.0538976672598536,0.314676893764601,-2.73073588556765,0.00631930921300093,0.0451884920634921,0.372782352484115,"+/0","Eukaryota",2.73073588556765
"Streptococcus salivarius","Schizosaccharomyces pombe",0.217145428208883,3.01408079073084e-06,0.0272629714608857,0.611233571318621,-2.70821043904559,0.00676471137841744,0.0457837301587302,0.372782352484115,"+/0","Intersect",2.70821043904559
"Dialister pneumosintes","Choanephora cucurbitarum",-0.0411597988521762,0.381597691137589,0.151016746986396,0.0046342733047422,2.70786349956809,0.00677178679918245,0.0457837301587302,0.372782352484115,"0/+","Intersect",2.70786349956809
"Pseudobutyrivibrio xylanivorans","Baudoinia panamericana",0.110103895322953,0.0189412433519802,0.29485782416526,1.88727113936693e-08,2.70733786070209,0.0067825192550504,0.0457837301587302,0.372782352484115,"+/+","Intersect",2.70733786070209
"Streptococcus anginosus","Bifidobacterium bifidum",-0.0150535330429685,0.749056522305293,0.174677145050482,0.00103262535949522,2.6823460056605,0.00731078018003158,0.0469742063492063,0.372782352484115,"0/+","Bacteria",2.6823460056605
"Escherichia coli","Colletotrichum salicis",0.0563484241786287,0.230810464694762,0.2424825643321,4.45651578973028e-06,2.67478741311638,0.00747766499077136,0.0471230158730159,0.372782352484115,"0/+","Intersect",2.67478741311638
"Lipomyces starkeyi","Aspergillus ochraceoroseus",-0.0446662763935647,0.342332336219638,0.144891354852087,0.00662127957710679,2.66935882418101,0.00759962135682759,0.0474206349206349,0.372782352484115,"0/+","Eukaryota",2.66935882418101
"Romboutsia ilealis","[Candida] arabinofermentans",0.158208978979229,0.000716884023945763,-0.0306667036919604,0.567455026384696,-2.66391433122342,0.00772372298184187,0.0475694444444444,0.372782352484115,"+/0","Intersect",2.66391433122342
"Lipomyces starkeyi","Hyaloscypha variabilis",0.149458902987971,0.00140442935841545,-0.0391575276192841,0.465249767349978,-2.65745861055135,0.00787322574845592,0.0477678571428571,0.372782352484115,"+/0","Eukaryota",2.65745861055135
"Brachyspira pilosicoli","Coniochaeta ligniaria",0.139068830699011,0.00298332447271576,-0.0496367700394522,0.354514680233358,-2.65590449091363,0.00790960124372046,0.0478174603174603,0.372782352484115,"+/0","Intersect",2.65590449091363
"Fusobacterium periodonticum","Leucoagaricus sp. SymC.cos",-0.0761167434568418,0.105292474273988,0.112828425344348,0.0348568526114923,2.65480712182105,0.00793537669612362,0.0478174603174603,0.372782352484115,"0/+","Intersect",2.65480712182105
"Streptococcus anginosus","Pichia kudriavzevii",0.245736285346203,1.13873102058903e-07,0.0616197114596791,0.250239353532016,-2.64916285458779,0.00806914378258073,0.0482142857142857,0.372782352484115,"+/0","Intersect",2.64916285458779
"Moniliophthora perniciosa","Trichoderma atroviride",-0.000963083073255031,0.983673142164578,0.185703252546594,0.000479086453252897,2.644600665634,0.00817873751106027,0.0484126984126984,0.372782352484115,"0/+","Eukaryota",2.644600665634
"Parvimonas micra","Paracoccidioides brasiliensis",-0.0628683375558731,0.181162852009476,0.124674424016411,0.0196370561625705,2.63663968046682,0.00837317194519911,0.0486111111111111,0.372782352484115,"0/+","Intersect",2.63663968046682
"Streptococcus milleri","Streptococcus thermophilus",0.274843916484237,2.59919152867383e-09,0.093555716741022,0.080491522321128,-2.6364729882089,0.00837728696377233,0.0486111111111111,0.372782352484115,"+/0","Bacteria",2.6364729882089
"Colletotrichum fioriniae","[Candida] arabinofermentans",0.00233406383870646,0.96044472730371,0.187687991449288,0.000415273797736315,2.62722543641192,0.00860842815742864,0.0489583333333333,0.372782352484115,"0/+","Eukaryota",2.62722543641192
"Gemella morbillorum","Choanephora cucurbitarum",-0.0178910045531419,0.703805803952658,0.167774678101671,0.00163323722727249,2.62251067087017,0.00872845344147056,0.0492559523809524,0.372782352484115,"0/+","Intersect",2.62251067087017
"Lactococcus garvieae","Adlercreutzia equolifaciens",0.0123025170883809,0.793768350384386,0.196288041412193,0.00021981290627493,2.61266367649593,0.00898396624781324,0.0493551587301587,0.372782352484115,"0/+","Bacteria",2.61266367649593
"Pseudobutyrivibrio xylanivorans","Dialister pneumosintes",-0.0289803583183503,0.537947610833265,0.155966859984294,0.00344061130569417,2.6080847258065,0.00910504148355077,0.0494543650793651,0.372782352484115,"0/+","Bacteria",2.6080847258065
"Streptococcus salivarius","Albugo candida",0.218533918360317,2.59577779115894e-06,0.0360635014968206,0.501270810425124,-2.6052565679483,0.00918054849305858,0.0495535714285714,0.372782352484115,"+/0","Intersect",2.6052565679483
"Clostridium beijerinckii","Erysiphe pulchra",-0.0695951566143534,0.138715633006748,0.115472424880659,0.0307887165668417,2.60050662700071,0.00930862211063796,0.0497023809523809,0.372782352484115,"0/+","Intersect",2.60050662700071
