"","Feature1","Feature2","rho","pvalue"
"839","Rhizophagus clarus","[Candida] arabinofermentans",0.437473972027802,0
"840","Pichia kudriavzevii","[Candida] arabinofermentans",0.222180439580782,2.63280724333015e-07
"841","Paracoccidioides brasiliensis","[Candida] arabinofermentans",0.154074917270164,0.000390455677368395
"842","Albugo candida","[Candida] arabinofermentans",0.312099881447882,2.39586128714109e-13
"843","Lipomyces starkeyi","[Candida] arabinofermentans",0.00127300773794272,0.976763628020028
"844","Naumovozyma dairenensis","[Candida] arabinofermentans",0.450148473592521,0
"845","Phytopythium vexans","[Candida] arabinofermentans",-0.118387658211213,0.006562027209563
"846","Aspergillus ochraceoroseus","[Candida] arabinofermentans",0.0584472455442977,0.180757998875292
"847","Colletotrichum fioriniae","[Candida] arabinofermentans",0.127869189044556,0.003306233120838
"848","Coniochaeta ligniaria","[Candida] arabinofermentans",-0.00225077926733513,0.958928550438265
"849","Leucoagaricus sp. SymC.cos","[Candida] arabinofermentans",0.307535985649236,5.51558798633778e-13
"850","Colletotrichum salicis","[Candida] arabinofermentans",-0.0873615113982986,0.0452124207555138
"859","Aspergillus rambellii","Baudoinia panamericana",-0.0134817114135119,0.757719172672012
"860","Rhizophagus irregularis","Baudoinia panamericana",0.0605610230072741,0.165467019516514
"861","Moniliophthora perniciosa","Baudoinia panamericana",0.173730038006354,6.18958371634282e-05
"862","Erysiphe pulchra","Baudoinia panamericana",0.236073238864068,4.27701052352347e-08
"863","Sphaerulina musiva","Baudoinia panamericana",0.206013237186074,1.89027786445806e-06
"864","Phytophthora capsici","Baudoinia panamericana",0.137948943224646,0.00151672343301046
"865","Trichophyton mentagrophytes","Baudoinia panamericana",-0.0105051895153834,0.810045983767612
"866","Aspergillus kawachii","Baudoinia panamericana",0.0241133482758614,0.58108763290804
"867","Pneumocystis murina","Baudoinia panamericana",0.142642460953146,0.00103635273545
"868","Debaryomyces hansenii","Baudoinia panamericana",0.0597310963380774,0.17135068949216
"869","Trichoderma atroviride","Baudoinia panamericana",0.271280435025049,2.51699106001979e-10
"870","Pseudocercospora musae","Baudoinia panamericana",0.290030758409913,1.18312026842204e-11
"871","Cordyceps sp. RAO-2017","Baudoinia panamericana",0.144434327465646,0.00089339114924325
"872","Rhizophagus clarus","Baudoinia panamericana",0.220186224330457,3.38545275369029e-07
"873","Pichia kudriavzevii","Baudoinia panamericana",0.177311297330403,4.32580628171308e-05
"874","Paracoccidioides brasiliensis","Baudoinia panamericana",0.0655940149630048,0.132989245196742
"875","Albugo candida","Baudoinia panamericana",0.22385076491987,2.12897326434813e-07
"876","Lipomyces starkeyi","Baudoinia panamericana",0.00633304549074207,0.884787977257782
"877","Naumovozyma dairenensis","Baudoinia panamericana",0.314869931773266,1.4344081478157e-13
"878","Phytopythium vexans","Baudoinia panamericana",0.203881978903041,2.42360230817695e-06
"879","Aspergillus ochraceoroseus","Baudoinia panamericana",0.0232551389591202,0.594620366828832
"880","Colletotrichum fioriniae","Baudoinia panamericana",0.269378406363513,3.38868044735818e-10
"881","Coniochaeta ligniaria","Baudoinia panamericana",0.090235869447134,0.0385620146995884
"882","Leucoagaricus sp. SymC.cos","Baudoinia panamericana",0.321614559873973,4.01900734914307e-14
"883","Colletotrichum salicis","Baudoinia panamericana",0.157794209107301,0.00027999613932117
"884","[Candida] arabinofermentans","Baudoinia panamericana",0.407835818818721,0
"892","Aspergillus rambellii","Hyaloscypha variabilis",0.014300011688237,0.743514485745227
"893","Rhizophagus irregularis","Hyaloscypha variabilis",0.140051589033342,0.00128064073833967
"894","Moniliophthora perniciosa","Hyaloscypha variabilis",0.128359806399918,0.0031870383082051
"895","Erysiphe pulchra","Hyaloscypha variabilis",0.16972602318971,9.16223320202025e-05
"896","Sphaerulina musiva","Hyaloscypha variabilis",0.119013009811729,0.00628077153725726
"897","Phytophthora capsici","Hyaloscypha variabilis",0.111362924706109,0.0105897546628728
"898","Trichophyton mentagrophytes","Hyaloscypha variabilis",-0.0646645630588632,0.138584222054762
"899","Aspergillus kawachii","Hyaloscypha variabilis",0.0796000272931672,0.0681287732661779
"900","Pneumocystis murina","Hyaloscypha variabilis",0.210773544840262,1.07480280786554e-06
"901","Debaryomyces hansenii","Hyaloscypha variabilis",0.102348923352582,0.0188783168282893
"902","Trichoderma atroviride","Hyaloscypha variabilis",0.206294332070853,1.82896325329196e-06
"903","Pseudocercospora musae","Hyaloscypha variabilis",0.182086529646997,2.65344604981621e-05
"904","Cordyceps sp. RAO-2017","Hyaloscypha variabilis",0.073276505551088,0.0931845373594242
"905","Rhizophagus clarus","Hyaloscypha variabilis",0.214648679837338,6.72209448548955e-07
"906","Pichia kudriavzevii","Hyaloscypha variabilis",0.151335128553085,0.00049648577506245
"907","Paracoccidioides brasiliensis","Hyaloscypha variabilis",0.153283745249206,0.000418676848647381
"908","Albugo candida","Hyaloscypha variabilis",0.151330016237785,0.000496706534402369
"909","Lipomyces starkeyi","Hyaloscypha variabilis",0.0736290903933617,0.0916161796707446
"910","Naumovozyma dairenensis","Hyaloscypha variabilis",0.286245336300675,2.23454588166305e-11
"911","Phytopythium vexans","Hyaloscypha variabilis",0.0786102170858112,0.0716398181115134
"912","Aspergillus ochraceoroseus","Hyaloscypha variabilis",0.00895640534970813,0.837628528902357
"913","Colletotrichum fioriniae","Hyaloscypha variabilis",0.245295443381005,1.20020169358526e-08
"914","Coniochaeta ligniaria","Hyaloscypha variabilis",0.0768519104495519,0.0782406681785286
"915","Leucoagaricus sp. SymC.cos","Hyaloscypha variabilis",0.273036185503659,1.90883087114457e-10
"916","Colletotrichum salicis","Hyaloscypha variabilis",0.148317543219163,0.00064389809055232
"917","[Candida] arabinofermentans","Hyaloscypha variabilis",0.220414711841668,3.2897065405102e-07
"918","Baudoinia panamericana","Hyaloscypha variabilis",0.267585303000537,4.47569536987658e-10
"925","Aspergillus rambellii","Schizosaccharomyces pombe",-0.00347295245072645,0.93666528696675
"926","Rhizophagus irregularis","Schizosaccharomyces pombe",0.165197748684764,0.000141274792796242
"927","Moniliophthora perniciosa","Schizosaccharomyces pombe",0.0254981260684584,0.559559952745061
"928","Erysiphe pulchra","Schizosaccharomyces pombe",0.159119370706969,0.000248266733231528
"929","Sphaerulina musiva","Schizosaccharomyces pombe",0.117559875416174,0.00695168157098092
"930","Phytophthora capsici","Schizosaccharomyces pombe",0.0306580188829962,0.482913479516534
"931","Trichophyton mentagrophytes","Schizosaccharomyces pombe",0.00517098324046991,0.905819223547865
"932","Aspergillus kawachii","Schizosaccharomyces pombe",0.0665308055133022,0.127528166411083
"933","Pneumocystis murina","Schizosaccharomyces pombe",0.166480032801275,0.000125112831934615
"934","Debaryomyces hansenii","Schizosaccharomyces pombe",0.196258857137792,5.77124626355285e-06
"935","Trichoderma atroviride","Schizosaccharomyces pombe",0.0393988411947893,0.367162754686837
"936","Pseudocercospora musae","Schizosaccharomyces pombe",0.0835301609080626,0.0555527701029803
"937","Cordyceps sp. RAO-2017","Schizosaccharomyces pombe",0.0209734796582417,0.631278103894098
"938","Rhizophagus clarus","Schizosaccharomyces pombe",0.284645511438702,2.91515700467926e-11
"939","Pichia kudriavzevii","Schizosaccharomyces pombe",0.241337356945359,2.08391521816509e-08
"940","Paracoccidioides brasiliensis","Schizosaccharomyces pombe",0.105913279053463,0.0150926592544169
"941","Albugo candida","Schizosaccharomyces pombe",0.260872997925596,1.24529675460394e-09
"942","Lipomyces starkeyi","Schizosaccharomyces pombe",0.0716367716470993,0.100762646231393
"943","Naumovozyma dairenensis","Schizosaccharomyces pombe",0.254040553441114,3.42724426616314e-09
"944","Phytopythium vexans","Schizosaccharomyces pombe",0.0775323431245853,0.0756299651510479
"945","Aspergillus ochraceoroseus","Schizosaccharomyces pombe",0.0804415803568355,0.0652557497781856
"946","Colletotrichum fioriniae","Schizosaccharomyces pombe",0.0761746935857553,0.0809111949731482
"947","Coniochaeta ligniaria","Schizosaccharomyces pombe",0.0761752707826439,0.0809088878333097
"948","Leucoagaricus sp. SymC.cos","Schizosaccharomyces pombe",0.120520812998309,0.00564661746919692
"949","Colletotrichum salicis","Schizosaccharomyces pombe",-0.00711028232967384,0.870765494534267
"950","[Candida] arabinofermentans","Schizosaccharomyces pombe",0.264997069695081,6.66342536703723e-10
"951","Baudoinia panamericana","Schizosaccharomyces pombe",0.233122938196025,6.35269556958917e-08
"952","Hyaloscypha variabilis","Schizosaccharomyces pombe",0.220367381696798,3.30932336645162e-07
"958","Aspergillus rambellii","Tuber magnatum",0.078183998411884,0.0731965672727637
"959","Rhizophagus irregularis","Tuber magnatum",0.1926136114158,8.63721331256784e-06
"960","Moniliophthora perniciosa","Tuber magnatum",0.250535978846559,5.69569835739969e-09
"961","Erysiphe pulchra","Tuber magnatum",0.352443882547854,0
"962","Sphaerulina musiva","Tuber magnatum",0.155721165253324,0.000337321824972037
"963","Phytophthora capsici","Tuber magnatum",0.0723390553472035,0.0974591169616195
"964","Trichophyton mentagrophytes","Tuber magnatum",-0.0478629388268185,0.273193354628093
"965","Aspergillus kawachii","Tuber magnatum",0.119650565003604,0.00600521295510781
"966","Pneumocystis murina","Tuber magnatum",0.336696961944791,2.22044604925031e-15
"967","Debaryomyces hansenii","Tuber magnatum",0.247383741724182,8.93599416684765e-09
"968","Trichoderma atroviride","Tuber magnatum",0.0874036467711709,0.0451083786360815
"969","Pseudocercospora musae","Tuber magnatum",0.257814266699182,1.96642968575134e-09
"970","Cordyceps sp. RAO-2017","Tuber magnatum",-0.00506238776870319,0.90778820893173
"971","Rhizophagus clarus","Tuber magnatum",0.430122627540414,0
"972","Pichia kudriavzevii","Tuber magnatum",0.278730892463891,7.67745866880887e-11
"973","Paracoccidioides brasiliensis","Tuber magnatum",0.170717729901128,8.32083588662158e-05
"974","Albugo candida","Tuber magnatum",0.352856166039755,0
"975","Lipomyces starkeyi","Tuber magnatum",0.141346324111307,0.00115261155575563
"976","Naumovozyma dairenensis","Tuber magnatum",0.377303917455898,0
"977","Phytopythium vexans","Tuber magnatum",-0.0150602624473024,0.730394902295361
"978","Aspergillus ochraceoroseus","Tuber magnatum",0.0451219132592639,0.301640738103576
"979","Colletotrichum fioriniae","Tuber magnatum",0.114736228236843,0.00844146155383863
"980","Coniochaeta ligniaria","Tuber magnatum",0.19398956634167,7.42441170009656e-06
"981","Leucoagaricus sp. SymC.cos","Tuber magnatum",0.20838007425638,1.42996508034621e-06
"982","Colletotrichum salicis","Tuber magnatum",-0.0116983379409449,0.788954403001834
"983","[Candida] arabinofermentans","Tuber magnatum",0.331953805283866,5.32907051820075e-15
"984","Baudoinia panamericana","Tuber magnatum",0.277475819057846,9.4011465279209e-11
"985","Hyaloscypha variabilis","Tuber magnatum",0.178556723302737,3.81274038669943e-05
"986","Schizosaccharomyces pombe","Tuber magnatum",0.237856777250032,3.35863292733052e-08
"991","Aspergillus rambellii","Thielaviopsis punctulata",0.176089618887202,4.89203976350439e-05
"992","Rhizophagus irregularis","Thielaviopsis punctulata",0.214463399636077,6.87601153126494e-07
"993","Moniliophthora perniciosa","Thielaviopsis punctulata",0.0804163486071311,0.065340417499395
"994","Erysiphe pulchra","Thielaviopsis punctulata",0.17589419651204,4.98887312869734e-05
"995","Sphaerulina musiva","Thielaviopsis punctulata",0.159305310561817,0.000244093728244854
"996","Phytophthora capsici","Thielaviopsis punctulata",0.177250691657093,4.35236923741478e-05
"997","Trichophyton mentagrophytes","Thielaviopsis punctulata",0.0505450903117296,0.247183345576847
"998","Aspergillus kawachii","Thielaviopsis punctulata",0.097281546953627,0.0256739542077842
"999","Pneumocystis murina","Thielaviopsis punctulata",0.0691665338770253,0.113094293085601
"1000","Debaryomyces hansenii","Thielaviopsis punctulata",0.133344478730398,0.00217935738239117
"1001","Trichoderma atroviride","Thielaviopsis punctulata",0.0255551861037375,0.558681242133071
"1002","Pseudocercospora musae","Thielaviopsis punctulata",0.0243233654866357,0.577797980207758
"1003","Cordyceps sp. RAO-2017","Thielaviopsis punctulata",0.168031043297806,0.000107885486185344
"1004","Rhizophagus clarus","Thielaviopsis punctulata",0.0984100493276584,0.0240008489465304
"1005","Pichia kudriavzevii","Thielaviopsis punctulata",0.0393397197420507,0.367882734370663
"1006","Paracoccidioides brasiliensis","Thielaviopsis punctulata",0.0343147260860629,0.432244509203145
"1007","Albugo candida","Thielaviopsis punctulata",0.14520636953258,0.000837606573588889
"1008","Lipomyces starkeyi","Thielaviopsis punctulata",-0.0101451011135571,0.816439233310536
"1009","Naumovozyma dairenensis","Thielaviopsis punctulata",0.115284812651166,0.00813149470879471
"1010","Phytopythium vexans","Thielaviopsis punctulata",0.186227257669555,1.71909250092916e-05
"1011","Aspergillus ochraceoroseus","Thielaviopsis punctulata",0.162624934781905,0.000179788666820002
"1012","Colletotrichum fioriniae","Thielaviopsis punctulata",0.0923888962985394,0.0341410130638637
"1013","Coniochaeta ligniaria","Thielaviopsis punctulata",0.179144804475585,3.59101717901655e-05
"1014","Leucoagaricus sp. SymC.cos","Thielaviopsis punctulata",-0.0334067129235002,0.444531646330425
"1015","Colletotrichum salicis","Thielaviopsis punctulata",0.130610379525507,0.00268875401312663
"1016","[Candida] arabinofermentans","Thielaviopsis punctulata",0.133319082067297,0.00218365244212348
"1017","Baudoinia panamericana","Thielaviopsis punctulata",0.138208846737941,0.00148551826867438
"1018","Hyaloscypha variabilis","Thielaviopsis punctulata",0.149413805024128,0.000586192376755612
"1019","Schizosaccharomyces pombe","Thielaviopsis punctulata",0.0987122531272218,0.0235691366075779
"1020","Tuber magnatum","Thielaviopsis punctulata",0.15159651628695,0.000485319371964943
"1024","Aspergillus rambellii","Edhazardia aedis",0.0484429392432248,0.26741645229252
"1025","Rhizophagus irregularis","Edhazardia aedis",0.384077570314434,0
"1026","Moniliophthora perniciosa","Edhazardia aedis",0.0808804973623133,0.0637972981661679
"1027","Erysiphe pulchra","Edhazardia aedis",0.336379915939519,2.22044604925031e-15
"1028","Sphaerulina musiva","Edhazardia aedis",0.0550485453504626,0.20749854555753
"1029","Phytophthora capsici","Edhazardia aedis",0.00266702068075838,0.951341782207927
"1030","Trichophyton mentagrophytes","Edhazardia aedis",0.0688551773839417,0.114729357856725
"1031","Aspergillus kawachii","Edhazardia aedis",0.205717135182191,1.95699385030501e-06
"1032","Pneumocystis murina","Edhazardia aedis",0.438267452836315,0
"1033","Debaryomyces hansenii","Edhazardia aedis",0.274956189725442,1.40742972831731e-10
"1034","Trichoderma atroviride","Edhazardia aedis",0.0897776575742353,0.0395630550026667
"1035","Pseudocercospora musae","Edhazardia aedis",0.204673893034285,2.21048813964231e-06
"1036","Cordyceps sp. RAO-2017","Edhazardia aedis",-0.00560643706461575,0.897929763234388
"1037","Rhizophagus clarus","Edhazardia aedis",0.613338855183568,0
"1038","Pichia kudriavzevii","Edhazardia aedis",0.206544505693738,1.77600003548051e-06
"1039","Paracoccidioides brasiliensis","Edhazardia aedis",0.224990728774976,1.83992238778075e-07
"1040","Albugo candida","Edhazardia aedis",0.286255725844671,2.23068230553736e-11
"1041","Lipomyces starkeyi","Edhazardia aedis",0.150358593874168,0.000540350649147703
"1042","Naumovozyma dairenensis","Edhazardia aedis",0.352805620083648,0
"1043","Phytopythium vexans","Edhazardia aedis",-0.0860692500212841,0.0485026526792789
"1044","Aspergillus ochraceoroseus","Edhazardia aedis",0.171979482299742,7.3553482485833e-05
"1045","Colletotrichum fioriniae","Edhazardia aedis",0.097203048176769,0.0257939894190058
"1046","Coniochaeta ligniaria","Edhazardia aedis",0.0843417821902189,0.0532120065563788
"1047","Leucoagaricus sp. SymC.cos","Edhazardia aedis",0.301322626056193,1.67688085639384e-12
"1048","Colletotrichum salicis","Edhazardia aedis",0.0473027280180234,0.27885338702183
"1049","[Candida] arabinofermentans","Edhazardia aedis",0.333760926285567,3.77475828372553e-15
"1050","Baudoinia panamericana","Edhazardia aedis",0.10674370046285,0.014312983402851
"1051","Hyaloscypha variabilis","Edhazardia aedis",0.155442461612799,0.000345814808558664
"1052","Schizosaccharomyces pombe","Edhazardia aedis",0.188933816337187,1.28774405836474e-05
"1053","Tuber magnatum","Edhazardia aedis",0.300346751030863,1.99218419538738e-12
"1054","Thielaviopsis punctulata","Edhazardia aedis",0.0395391824954324,0.365457190815794
"1057","Aspergillus rambellii","Choanephora cucurbitarum",0.0130178100284249,0.765808662564498
"1058","Rhizophagus irregularis","Choanephora cucurbitarum",0.141665101707245,0.00112295362047266
"1059","Moniliophthora perniciosa","Choanephora cucurbitarum",0.15113228507507,0.000505315294621056
"1060","Erysiphe pulchra","Choanephora cucurbitarum",0.188657503940915,1.32654067357407e-05
"1061","Sphaerulina musiva","Choanephora cucurbitarum",0.0369581229227354,0.397610997287035
"1062","Phytophthora capsici","Choanephora cucurbitarum",0.0178205004255796,0.683444225210689
"1063","Trichophyton mentagrophytes","Choanephora cucurbitarum",-0.0227580899812844,0.60252320364021
"1064","Aspergillus kawachii","Choanephora cucurbitarum",0.0922397321311696,0.0344327261191144
"1065","Pneumocystis murina","Choanephora cucurbitarum",0.157211734989943,0.0002951085521814
"1066","Debaryomyces hansenii","Choanephora cucurbitarum",0.201212773119776,3.29641242124978e-06
"1067","Trichoderma atroviride","Choanephora cucurbitarum",0.0239728420618215,0.583293351881046
"1068","Pseudocercospora musae","Choanephora cucurbitarum",0.128685427901821,0.00311009928192751
"1069","Cordyceps sp. RAO-2017","Choanephora cucurbitarum",-0.00235764314843587,0.956980377468162
"1070","Rhizophagus clarus","Choanephora cucurbitarum",0.335702534162325,2.66453525910038e-15
"1071","Pichia kudriavzevii","Choanephora cucurbitarum",0.264917086697653,6.74542199874395e-10
"1072","Paracoccidioides brasiliensis","Choanephora cucurbitarum",0.100239763464715,0.0214883441146012
"1073","Albugo candida","Choanephora cucurbitarum",0.107678512052386,0.0134778820418773
"1074","Lipomyces starkeyi","Choanephora cucurbitarum",0.276765042317808,1.05389696969382e-10
"1075","Naumovozyma dairenensis","Choanephora cucurbitarum",0.209787032900841,1.2095145534019e-06
"1076","Phytopythium vexans","Choanephora cucurbitarum",-0.0611581744169435,0.161328285904264
"1077","Aspergillus ochraceoroseus","Choanephora cucurbitarum",-0.0349728954525337,0.423462175239861
"1078","Colletotrichum fioriniae","Choanephora cucurbitarum",0.101154950360037,0.0203196443290099
"1079","Coniochaeta ligniaria","Choanephora cucurbitarum",0.0594260890107691,0.17355180351356
"1080","Leucoagaricus sp. SymC.cos","Choanephora cucurbitarum",0.307946537550471,5.12034858957122e-13
"1081","Colletotrichum salicis","Choanephora cucurbitarum",0.110573731645912,0.0111574956223961
"1082","[Candida] arabinofermentans","Choanephora cucurbitarum",0.126466105864918,0.00366979222708874
"1083","Baudoinia panamericana","Choanephora cucurbitarum",0.0361720632170769,0.407731453181666
"1084","Hyaloscypha variabilis","Choanephora cucurbitarum",0.120263795469458,0.00575046599443763
"1085","Schizosaccharomyces pombe","Choanephora cucurbitarum",0.0669144765308653,0.125342394681196
"1086","Tuber magnatum","Choanephora cucurbitarum",0.214246373605941,7.06060807154074e-07
"1087","Thielaviopsis punctulata","Choanephora cucurbitarum",-0.0168217848947987,0.700302747370234
"1088","Edhazardia aedis","Choanephora cucurbitarum",0.373462259878364,0
