"","N.count","P.count","Missing","2014_ZellerG-Median","2015_FengQ-Median","2016_VogtmannE-Median","2019_Thom-Median","2019_WirbelJ-Median","2019_Yachida-Median","2021_JunY_1-Median","2021_JunY_2-Median"
"Phanerochaete carnosa",5,3,0,0.043238578059574,0.383751341812674,-0.361433657828784,-0.128987951043357,-0.50001023463369,0.278532286241142,-0.255502172190254,-0.634451178588113
"Phanerochaete chrysosporium",2,6,0,0.265654632080695,0.163255064626183,-0.0383925660789087,0.141259817124452,0.589001008954055,0.147118601234735,-0.102386372152923,0.230701304350722
"Wolfiporia cocos",6,2,0,0.437130728192726,-0.239347342627357,-0.785164390982194,-0.134524899892307,-0.296521270472109,0.225061316275497,-0.171951494537823,-0.164020777404162
"Laetiporus sulphureus",6,2,0,-0.053512823927104,-0.0278737925845276,0.292762930269795,-0.175600442717363,-1.02911403244084,0.0896004850083595,-0.399886210293217,-0.0842624843599602
"Ganoderma sinense",4,4,0,0.0116269740305307,-0.245173366920073,0.0231821076066411,0.235650273367762,-0.602573046820353,0.135245677679233,-0.631728514492972,-0.0907281046310986
"Dichomitus squalens",2,6,0,0.0537314424384826,-0.367628151350317,0.221404555753562,0.317425677139886,0.425317130141123,0.396373058301897,-0.368156685283246,0.111448702848546
"Trametes pubescens",6,2,0,0.170653911700279,-0.419773323900638,-0.0964153982295819,-0.247870305980518,-1.03685742900634,-0.114515622671689,-0.218485053086071,0.261262737631079
"Trametes coccinea",5,3,0,0.0903355384126159,-0.476565682534404,-0.212255712731142,0.396406248699059,-0.39212086479438,0.230454667700233,-0.30778907030012,-0.517347109712256
"Trametes cinnabarina",5,3,0,0.464297041506864,-0.384005721357714,-0.0449587117849343,0.194975403125084,-0.364002714886126,0.464741493774162,-0.162194156783526,-0.0789886417419626
"Trametes versicolor",4,4,0,0.393922788437455,-0.33022854952042,0.248808807817954,0.144696149435101,-0.297308297131758,0.0606768825990246,-0.255090131045451,-0.325116286234661
"Jaapia argillacea",3,5,0,-0.149704228924634,0.146646100960361,0.0927688261199374,0.722805010792606,0.605375047724194,0.0420726769113665,-0.654201033832336,-0.441466437621964
"Plicaturopsis crispa",5,3,0,0.0442432530828911,-0.135693961900803,-0.182301220759024,-0.337385302324998,-1.21453155996491,0.0743628960646929,-0.0955598773795136,0.163607821209594
"Piloderma croceum",4,4,0,-0.294271310716684,-0.0152287380959933,0.267809202912159,0.461332019342593,-0.719438876819157,-0.117930802223707,0.395362186255672,0.0669092273250405
"Fibularhizoctonia sp. CBS 109695",4,4,0,0.0547836251087577,-0.0927584650519869,-0.18243802277516,0.0874054206151454,-0.344456087090607,0.159539417407471,-0.497195712276919,0.0621702570671567
"Serpula lacrymans",3,5,0,0.0169511543045133,0.016035087614526,-0.0622902073403623,-0.00737598679048579,0.0090749873581604,-0.00280672630579185,0.040994844940797,0.00132438601937469
"Coniophora puteana",3,5,0,0.129953585425131,-0.441000179696409,0.0652511199375176,0.129785483923388,-0.232951739064479,0.324311601843825,-0.291720450728756,0.0678979559369319
"Hydnomerulius pinastri",3,5,0,0.0980915990146509,0.166473453883082,-0.35329224182184,0.472766582442784,-0.720500520448972,0.0847343081129744,-0.330800035735887,0.105501039017547
"Paxillus involutus",5,3,0,-0.186203343779639,-0.305286695806692,0.0444331588041857,-0.0626218758223121,0.156511302259605,0.0995228936300828,-0.575333821246908,-0.207857407220386
"Paxillus rubicundulus",2,6,0,0.196418150474179,0.163057350377678,0.162365336316754,1.07636652561864,0.167498762524874,0.106298595747686,-0.613220078277435,-0.0996724751677376
"Pisolithus tinctorius",5,3,0,0.146170203059685,-0.0717300413052322,-0.108710911606463,0.305914044779461,-1.08644007854921,0.427827319703966,-0.048281119837713,-0.393641555560064
"Pisolithus microcarpus",4,4,0,-0.122022006010518,0.189630920885305,0.0081484202430843,-0.295428267488652,-0.363187929694201,0.181386984135084,-0.302320816980892,0.026458204368141
"Scleroderma citrinum",5,3,0,-0.21747032579738,-0.464340097971614,0.152222595333341,0.666550419680939,-0.233764102608313,0.280754948883626,-0.0941015338194354,-0.157608990214718
"Suillus luteus",4,4,0,0.0025598736776353,-0.145156399951577,0.381371347984269,0.14462957062915,-1.02745496948689,0.185287749142685,-0.594347618271775,-0.00621809426205719
"Rhizopogon vinicolor",4,4,0,0.154803211657346,0.204169517526793,-0.0220965717962681,1.16771801849824,-0.678578087104751,0.739335686671293,-0.0592049128967983,-0.0963127570814133
"Rhizopogon vesiculosus",7,1,0,-0.646286987991483,-0.490674661779969,-0.435920038750556,0.359640411622215,-1.01794444577029,-0.192366201797746,-0.422566154069376,-0.615316846646603
"Schizophyllum commune",5,3,0,0.303532029739627,-0.325053665928863,-0.511152823817388,0.0837613806849787,-0.251718865217223,0.11162169530769,-0.573739292334098,-0.111871071023689
"Amanita muscaria",6,2,0,-0.463289111035696,-0.798957488840613,0.0685632779913142,-0.366597599479191,-0.941098221309465,0.0280306609132373,-0.520309243406065,-0.561970633213867
"Amanita thiersii",6,2,0,-0.309913506523017,-0.0107731550759245,-0.360752169717147,0.626912856210926,-0.728506829513094,0.0131181376445032,-0.0733241196613519,-0.333501512977645
"Hebeloma cylindrosporum",6,2,0,0.0349875302838972,-0.201155192329254,-0.181723101528088,-0.241143181196728,-0.39322393760529,0.180440923385576,-0.756115144788457,-0.379729902851839
"Fistulina hepatica",8,0,0,-0.363113157872772,-0.158159667356431,-0.114737071049538,-0.490123612161223,-1.29156938106169,-0.0436241670382861,-0.570531443539236,-0.21075344838271
"Laccaria bicolor",2,6,0,0.219472324449181,0.31186900775904,0.267891586493526,0.506315927190852,-0.51828777632077,0.256108296335005,0.00121273227352143,-0.0495681444090006
"Laccaria amethystina",4,4,0,-0.182517858570936,0.138307776811384,-0.0832341639130208,0.576592950896342,0.087581810478516,0.339259039772745,-0.484457415487751,-0.407111888621084
"Pleurotus ostreatus",7,1,0,-0.0201569670662815,-0.364459060770275,-0.278420697845272,0.445873670451944,-0.229746057116447,-0.108831497658023,-0.351103118356802,-0.559821621075951
"Coprinopsis cinerea",3,5,0,0.0994921715939494,0.248154148921797,0.13402976249741,0.158266274316572,-0.71790054487075,-0.0959151375244445,0.215908489124574,-0.0906202583265104
"Moniliophthora perniciosa",1,7,0,1.13807804142361,0.226280132490179,0.844646173854824,0.367039065085956,-1.25904703896144,0.848854006445961,0.689677403900765,0.0386530294922603
"Moniliophthora roreri",5,3,0,-0.357606653656533,-0.115767064775442,0.124887471432548,0.265602625052339,-0.66386768887881,0.203313938290659,-0.592227118754524,-0.680143588987534
"Hypsizygus marmoreus",5,3,0,0.0190548108843556,-0.0736232161717176,0.281200353555347,0.755718515609208,-0.464104304313002,-0.158598864027567,-0.293087465246921,-0.297441708346287
"Termitomyces sp. J132",5,3,0,-0.327764852649637,0.173113832019496,-0.192381153567508,0.339122426550994,-1.13725228412986,0.19938528517175,-0.348608352406776,-0.242223055181303
"Gymnopus luxurians",6,2,0,-0.0246732393168499,-0.128758805222814,-0.33629623918301,0.0496627812555956,-0.359024662980918,0.0394619118256685,-0.279872127226021,-0.341151272450858
"Lentinula edodes",4,4,0,-0.21294875957557,-0.42686656508034,-0.00780964420171274,0.0190065064489533,-0.901720366353978,0.00911909528705501,0.168551179012435,0.193093518313054
"Cylindrobasidium torrendii",4,4,0,-0.196680689701048,-0.170864933835313,0.330678014526955,0.00331874240846967,-0.916956155901399,0.198792144359769,0.122951228133321,-0.240468846826408
"Armillaria solidipes",5,3,0,0.1397513691394,-0.0855578423424702,0.399392627486572,-0.0857073961872518,-0.194141071252421,0.0108803854136872,-0.494754148396434,-0.047232995677753
"Armillaria ostoyae",5,3,0,0.0222413958228328,0.0414842570357755,-0.128238391558106,0.646461070792167,-0.912367182178554,-0.0427880053807228,-0.537811160138169,-0.253815559650794
"Armillaria gallica",5,3,0,-0.255950465344468,-0.00724005925344776,-0.0506966872860623,0.322279133600637,-0.368049191547641,0.155980658401097,-0.0817151744940853,0.0282773927245579
"Hypholoma sublateritium",3,5,0,0.141190602752253,0.230979234886147,0.120660799836969,0.459984445791936,-0.474379996523422,0.18489340908759,-0.262028416388761,-0.164648660944471
"Galerina marginata",5,3,0,-0.173145660085255,-0.221085584810191,-0.358020791155809,0.57601136906918,-0.509818363760247,0.0777768918753702,-0.385348678858252,0.0867549265153288
"Agaricus bisporus",6,2,0,-0.25151473249211,-0.189115457691993,-0.370211395024837,0.533547456960123,0.448780932466758,-0.0276579395767785,-0.818525501183525,-0.286199162036913
"Leucoagaricus sp. SymC.cos",6,2,0,-0.498314891474215,-0.291982896394443,-0.12394797801054,0.0970456319663209,-0.779373619493857,0.191211506372158,-0.737363258853904,-0.59720015699585
"Protomyces lactucaedebilis",6,2,0,0.386398774004528,0.805533737820314,-0.212859293701864,-1.06968654074343,-1.17589239788557,-0.154981229947308,-0.05550297617536,-0.43594570758979
"Neolecta irregularis",5,3,0,-0.555354503749178,0.15981935042141,-0.00989014034532233,0.519143562978922,-0.879172185528246,0.133360674593199,-0.723009803122949,-0.489666835787919
"Saitoella complicata",3,5,0,-0.649507162473667,0.00681422860487585,-0.294960311483888,1.12415072081565,-0.223695526635904,0.439903595519999,0.199871213040828,0.502666344078677
"Schizosaccharomyces pombe",6,2,0,-0.836285604390017,-0.365623537661196,-0.301191599608337,1.01449646115775,-0.538826346491653,0.178329898906459,-0.587488503523069,-0.549328113365561
"Pneumocystis jirovecii",5,3,0,-0.40131780070001,-0.413172980645662,-0.0386357723829409,0.613283333940411,-1.21789401377905,0.104266772857996,1.22281182081201,-0.415621187946098
"Pneumocystis murina",7,1,0,-0.979882437537752,-0.0688842243775544,-0.388860594449465,0.79273875776666,-1.63033071374922,-0.0540038208208037,-1.00647197906636,-0.669202624220829
"Pneumocystis carinii",4,4,0,-0.607176451756098,0.294606442601564,-0.19096971913825,1.14435104535905,0.442274694004299,0.0572133812584826,-0.695702539360037,-0.682216634227074
"Tortispora caseinolytica",3,5,0,0.000752612655796007,-0.352689906210346,0.00918195282077944,0.357818537485669,0.353838207590469,0.0882016815735608,-0.129252653352065,-0.480879341807617
"Yarrowia lipolytica",5,3,0,-0.232790000585328,0.575560306377222,-0.212967326894611,-0.0232251748905137,-1.65812103623218,0.043630890049613,0.443344813942195,-0.284608710734001
"Sugiyamaella lignohabitans",4,4,0,-1.17348610110697,-0.290606694107341,0.0283730217043349,1.91030020736523,-0.614358740235885,0.361505984975967,0.18392592877354,-0.405291879200419
"Lipomyces starkeyi",6,2,0,-0.646049457140178,0.0639002061401793,0.24311982500407,-0.0327368255056623,-1.12792661305164,-0.00481712437696009,-0.811691178417112,-0.521989745065608
"Metschnikowia bicuspidata",6,2,0,-0.24624034478495,-0.217495049580529,-0.282933812802114,0.3157690436752,-0.641216697063993,0.223753509811043,-0.547954492343877,-0.135241079607987
"Clavispora lusitaniae",6,2,0,-0.273641600971851,-0.140990869032824,-0.0149467358586944,0.589121848978488,-0.698101147973884,0.175456699958259,-0.80657776503961,-0.533358623825296
"[Candida] intermedia",5,3,0,-0.251177224523078,0.18524520114011,-0.137214643026535,1.06226988876568,0.0354810298825965,-0.0709956857995119,-0.287699455078421,-0.513483121947613
"Kuraishia capsulata",6,2,0,0.133240980084533,-0.606227052851837,-0.116890201685007,0.227401343953582,-0.0340699247072309,-0.0717770194756241,-0.714928507305711,-0.708955287518435
"Nadsonia fulvescens",5,3,0,-0.130526468449915,0.176001079840982,0.317520546582187,-0.307752945086857,-0.0411673081594916,0.442084220565649,-0.595322274621596,-0.154033519165214
"Ascoidea rubescens",5,3,0,-0.841002645886004,-0.152593879328572,-0.0633969132771044,1.31870055818668,0.062928589079914,0.210586038137791,-1.45439367378106,-0.26221255985475
"Komagataella phaffii",4,3,1,-0.0922528909300059,0.0172151073486409,-0.000964524042412662,-0.0347787487342455,0,-0.0103335309720126,0.0075721769724703,0.0060991728425238
"Komagataella pastoris",5,3,0,-0.806322683251642,-0.485266806930562,0.121194500573258,0.850919982238862,-1.29248723273694,0.129706218791639,-0.426264889626674,-0.533776430555317
"Wickerhamomyces anomalus",5,3,0,-0.138189583936718,0.519653526195861,-0.0394162469581314,1.13273615299836,-0.53592062323062,0.192511068112628,-0.523839875270294,-0.438248477482722
"Cyberlindnera jadinii",4,4,0,0.243198007806235,0.0571423625684172,0.123380642149878,-0.0198139703653518,-0.726046179731604,0.107360548553574,-0.665455451644403,-0.197861507030496
"Cyberlindnera fabianii",5,3,0,-0.803126305566244,-0.558100020845553,0.218949736255842,0.810675897332109,-1.0088193332482,0.143182666746809,-0.806644632412288,-0.600991715603288
"Hanseniaspora osmophila",6,2,0,-0.414599945858255,-0.0207695639888656,-0.272284685702396,0.350242179387762,-0.863706397749359,0.176519669584195,-0.351547231544259,-0.455132244051878
"Hanseniaspora opuntiae",6,2,0,-0.569639510398731,-0.215518836041374,-0.673060794687209,1.05384708075804,-1.8036892659268,0.197486652164167,-1.24296352733465,-0.635604582611804
"Hanseniaspora uvarum",5,3,0,-0.801281133906631,0.351113624925568,-0.299478631663535,-0.501178422943206,-1.43930461341215,0.30880198714171,0.100648280747398,-0.447911861453542
"Hanseniaspora guilliermondii",5,3,0,-0.969076747318952,-0.199918513857015,-0.151662692358493,0.741528308250096,-0.609285302003611,-0.0416799763000382,0.18135475813482,0.119599212555875
"Hanseniaspora valbyensis",5,3,0,-0.579981830283672,0.523917547630571,-0.249741109808361,0.265166701339801,-0.520759525788151,0.119811164650286,-0.882641247796089,-0.573742054456447
"Brettanomyces nanus",6,2,0,-0.270746319654354,-0.425248658351354,-0.318504706260814,0.531854413295021,-0.386811245629762,0.131612678223464,-0.435372031444634,-0.238456004005199
"Brettanomyces bruxellensis",6,2,0,-0.481294402471004,-0.494463483553234,0.106689825036431,0.388368757696047,-0.487790606637511,-0.140653747787268,-1.70607733722894,-0.7454617803487
"Ogataea parapolymorpha",5,3,0,-0.0076402982874332,0.173541920586597,-0.0927328611683509,-0.159631280219924,-0.529257732076662,0.0609786065187506,0.0591012202262261,-0.241779374522848
"[Candida] arabinofermentans",6,2,0,-0.824390909048076,-0.185968284374744,-0.386695862435214,0.780840894891331,-0.270468132080799,0.0836089792285064,-0.844467074055535,-0.605956266232579
"Pichia membranifaciens",4,4,0,0.0896614926459737,0.0126579409084449,-0.158226502516024,0.654901082988107,-1.09228433402322,0.183605687495754,-0.213636258341786,-0.374612055444704
"Pichia kudriavzevii",7,1,0,-0.812416264567095,-0.216480112400688,-0.095959459572806,1.83797288326293,-0.850455883250064,-0.0638518368275998,-0.810896358208864,-0.781712550124897
"Millerozyma farinosa",5,3,0,-0.16690791421779,0.000436554007138806,-0.228291455099207,0.922552871072552,-0.912093164816326,0.24308703550099,-0.904447946090018,-0.0786080878914887
"Yamadazyma tenuis",6,2,0,-0.215577977009486,-0.115255890178361,0.0283930986553041,0.174541633548667,-1.05545583553629,-0.0796628554895524,-0.449488972700296,-0.608351699212654
"Scheffersomyces stipitis",4,4,0,-0.0709636144045056,0.272576671952553,0.351018848266219,0.281297422300868,-1.43487194384398,0.277241454463602,-1.17844974510267,-0.625154654026602
"Debaryomyces hansenii",5,3,0,-0.812526832753455,0.0135668776214763,-0.833287766301267,1.21375695083762,-0.102129027808719,0.0652119413401028,-0.959063318736394,-0.764455749765011
"Suhomyces tanzawaensis",4,4,0,-0.306667102750723,0.0477064867388952,0.0632679978844049,0.185480933971472,-1.7195757766653,0.270810893237201,-0.54475184434987,-0.588070784123257
"Babjeviella inositovora",4,4,0,-0.166337187131661,-0.147990473998352,0.164201098997316,0.314732979083793,-0.299529425448074,0.496854688872648,-0.618155405424703,0.0552276925773927
"Meyerozyma guilliermondii",3,5,0,-0.530333498452063,0.159529997681261,0.055758039563186,1.1190139882213,-0.596929261249188,0.410367642586846,0.468393710521346,-0.141232918350056
"Hyphopichia burtonii",6,2,0,-0.999775627124427,0.218969751603882,-0.189748746545557,0.0518457228236141,-1.13783281228245,-0.135294981296386,-0.477523124254003,-0.580875103225407
"Spathaspora passalidarum",6,2,0,-0.352489271456849,-0.0462032064565755,-0.161529729726615,0.479950162663096,-0.476570934276667,0.1729799684524,-0.11456865625004,-0.36801128554727
"Lodderomyces elongisporus",6,2,0,-0.0908725725321811,-0.279530983858595,-0.266342548052593,0.529480728547842,-0.543810866484799,0.0781401665153258,-0.220591783526118,-0.475020564175241
"Candida dubliniensis",5,3,0,-0.0426697756788456,0.513449548114989,-0.204347255907537,1.03123036126249,0.0626121657141553,-0.0605213520471603,-0.671027663302981,-0.0359247637274713
"Candida maltosa",4,4,0,-0.498232228410861,0.259188475272793,0.468085927697711,0.0936258805917206,-1.35722207749079,0.030986782463266,-0.70342929549357,-0.359810020434383
"Candida parapsilosis",7,1,0,-0.334831592726001,-0.262134420516204,-0.32257193362259,1.7386832402869,-0.467520271812038,-0.128860423726925,-0.0111102339769121,-0.46202359316441
"Candida orthopsilosis",7,1,0,-0.310818380386504,-0.0830383488736902,-0.0246758690463666,1.40289130770533,-1.20107740133592,-0.019702140317361,-0.070098039630609,-0.0541186599242177
"Candida tropicalis",4,4,0,-0.551003104380582,-0.0907515778033956,0.0278952747800791,0.318512510440735,0.13973435898816,0.197531499735952,-0.433122629152858,-0.359504610793459
"Candida albicans",3,5,0,-0.477779610918252,0.319917641595046,-0.12466950311893,1.44118725594799,0.198447116733835,0.245152005697017,0.613683304326268,-0.280476038977687
"Saccharomycetaceae sp. 'Ashbya aceri'",4,4,0,0.215066299448333,-0.112122091352573,-0.385578134585122,1.17975799155465,0.117149699670326,0.00764546289195671,-0.632907878136977,-0.186323810175926
"[Candida] glabrata",6,2,0,-0.154175995393386,-0.192529804528944,0.0360904196268366,0.852287849922369,-0.644293854107146,-0.0284649631537336,-0.488045972400593,-0.342969389599603
"Kazachstania africana",5,3,0,-0.399391986278354,0.358938657464113,-0.0113335119177768,1.4600013282127,-0.860448293396043,0.183048726674492,-0.621777703729326,-0.253352146662981
"Kazachstania naganishii",6,2,0,-0.475376156353384,0.523417101606954,-0.640222805440135,-0.387576954094712,0.607393121714637,-0.163094976969496,-0.45591902024522,-0.45055669214917
"Eremothecium gossypii",3,5,0,0.0169993214646651,0.0214708147412349,-0.0840320831960317,0.07459376189597,0.0662809189488586,-0.0233432352851953,-0.00853536866692403,0.0187819778367377
"Eremothecium cymbalariae",3,5,0,0.235869601736864,-0.709157924965751,0.192535079237753,0.507682158687512,-1.71463217536226,0.0305496874740501,0.466647435381116,-0.334092873553925
"Eremothecium sinecaudum",7,1,0,-0.712171773219014,-0.475024324234273,-0.382058245463886,0.092122291042368,-0.449115439747918,-0.741934965820482,-0.721546395213874,-0.68091532655602
"Torulaspora globosa",6,2,0,-0.653476001192498,-0.273229898074015,0.165457282193187,0.395218378006492,-0.520163398650471,-0.446230903832906,-0.790742053992118,-0.779244073456776
"Torulaspora delbrueckii",5,3,0,-0.943660620247129,-0.699080765041582,0.148735770281996,0.0394833923379722,-1.51687258184747,0.0520858265719586,-0.91868044666483,-0.676439138206618
"Zygotorulaspora mrakii",5,3,0,-1.04815400590205,-0.358381751187357,-0.798727306835147,2.17009993703296,0.219550186123525,0.011854695945774,-0.955584203896737,-0.476766658375817
"Pachysolen tannophilus",5,3,0,-0.770227567327289,0.224061447401042,-0.090256205650295,0.921598716043256,-0.295115977207288,0.202859548727109,-0.439157441979166,-0.398595871452468
"Naumovozyma castellii",7,1,0,-0.00378613758885149,-0.0653237721710359,-0.477384126400609,1.95232343879325,-0.114584344175063,-0.286210983297297,-0.00958364686472296,-0.553514275155042
"Naumovozyma dairenensis",4,4,0,-0.656721611260575,-0.599118380790479,0.0976899456776105,0.972755119503118,0.226432617148248,0.00388697364950797,-0.887394106270165,-0.564647867638999
"Zygosaccharomyces bailii",6,2,0,-0.552809972262316,-0.615111755978803,-0.0169381881881334,0.890744644512064,-2.94827343577638,-0.0545408944018468,0.395073520729937,-0.772753352544275
"Zygosaccharomyces parabailii",6,1,1,-0.856427450383548,-0.00886237117792593,-0.0105463930537308,0,-0.0187944846667244,-0.0140142256953432,-0.01325283098647,0.00973175199223333
"Zygosaccharomyces rouxii",3,5,0,0.12453226924106,0.293393189843356,0.419276942694099,0.809966826598249,-0.777251625976648,0.288009403702856,-0.332695214261773,-1.0480941577351
"Vanderwaltozyma polyspora",5,3,0,-0.301487563894769,-0.222356422119331,0.284207930134989,1.36961687819746,-0.27705350873206,0.245816008520249,-0.594962835400493,-0.437311865539755
"Lachancea mirantina",4,4,0,0.71506896804971,-0.0266974130350761,-0.502481496621681,0.316379294117981,0.722773302161709,0.297997797074813,-0.131515305245964,-0.198008310182767
"Lachancea thermotolerans",4,4,0,-0.0406539685306306,0.0849733687136343,-0.328630783531231,0.124451836214321,-1.77649072704656,0.0362756423478036,0.247741829603298,-0.531383805259187
"Lachancea dasiensis",3,5,0,0.1310760491259,0.335639702985092,0.354434151748012,0.334611006019177,-1.53520114815721,0.325299313865653,-0.280581315773579,-0.0735462855594545
"Lachancea meyersii",3,5,0,-0.422779931303162,0.796841899886433,0.404949116423176,0.802746235184524,0.317605079986897,0.447225852158873,-0.660005243649993,-0.265733314394792
"Lachancea sp. PJ-2012a",4,4,0,0.151267924648139,-0.0347455499270204,-0.526484880117411,0.288899490590301,0.112549571959689,0.14098536039538,-1.0464695568739,-0.672597219707514
"Lachancea quebecensis",5,3,0,0.117355795185481,-0.17641809287883,0.587049734812404,0.429016167488934,-0.937392160779842,-0.079716657903843,-0.809388755785513,-0.576918089933601
"Lachancea fermentati",6,2,0,-0.327243008105985,0.205643136549939,0.001351253883781,-0.0797057958833964,-0.0716201236864623,-0.00367993527041849,-0.0791500477449019,-0.375042531220037
"Lachancea nothofagi",4,4,0,0.136727297441534,0.29677468116726,-0.0641061173801995,0.556378076010229,-0.521543292614155,0.169272578037244,-0.20179784204899,-0.277644876113518
"Kluyveromyces lactis",6,2,0,-0.657389346454068,0.281862811581885,-0.26065354274722,-0.180249966602495,-1.2933215195027,0.406159201707759,-0.655244752889843,-0.622354906023706
"Kluyveromyces marxianus",4,4,0,0.163800578830538,0.102422694819799,-0.000244584445298422,0.693842997804537,-0.346547158878214,-0.193643599702843,0.62378588723815,-0.110263335274385
"Kluyveromyces dobzhanskii",5,3,0,0.0722389869455797,-0.0382262066993154,0.395783544460914,0.0673009797315251,-2.49260309802092,-0.00695659468549133,-0.639882938400281,-0.506140798220999
"Tetrapisispora phaffii",5,3,0,-0.218377940093623,-0.166890970990723,0.543153981055608,0.382853606689899,-0.56588151197813,0.242534658993811,-0.488535791666568,-0.115335778414778
"Tetrapisispora blattae",5,3,0,-0.591398756243002,0.057914149201888,-0.308138338335543,0.735095033240118,-0.783539116378833,0.376502517902283,-0.216743312617925,-0.352865236885711
"Saccharomyces sp. 'boulardii'",4,4,0,0.0771622003542904,0.22110907208163,-0.0200959156702678,-0.014297936282987,0.165372458513648,-0.0155877432079686,-2.06999803022936,0.056738546980285
"Saccharomyces cerevisiae x Saccharomyces kudriavzevii",5,3,0,0.347088931695779,-0.281907289577917,-0.775277085882521,0.11779506523076,-0.989001120337321,0.0276790717175447,-0.195916594587391,-0.447983604581711
"Saccharomyces kudriavzevii",5,3,0,-0.301458702104548,-0.0723045120424007,-1.84370065810655,0.305924784283399,-0.67142249877985,0.0430315884385484,-0.661734146527681,0.116591413130664
"Saccharomyces paradoxus",5,3,0,0.168821206291625,-0.471251745838781,-0.229016433624935,0.898174314073428,-1.36699896171329,0.15411296607346,-1.23988466289101,-0.43556831952922
"Saccharomyces arboricola",5,3,0,-0.0734852471737481,0.197233431656983,0.0920428264603221,-0.170525848382876,-1.78395085305617,0.16285668813149,-0.992341431610466,-0.278010445650994
"Saccharomyces eubayanus",6,2,0,-0.303273235392551,-0.236939500467984,-0.499577591246873,1.18806656466563,-0.409922209689691,0.16275797201985,-0.826203658777244,-0.53873178287073
"Saccharomyces cerevisiae",5,3,0,-0.370678323812714,0.00311669107445495,-0.0794856880775553,0.566394717313545,0.501756764166296,-0.0598916217999883,-2.57560524233971,-0.694036114026208
"Drechslerella stenobrocha",5,3,0,0.441423213785442,-0.0409036606346994,-0.513005303439913,-0.435282048466425,-0.570259180471154,0.10808363409453,-0.351442377103348,0.137066964716839
"Arthrobotrys oligospora",5,3,0,-0.238428704473561,0.138787117262717,-0.249415486757607,0.197734948857185,-0.337906699385255,0.00605073905424801,-0.521704588667713,-0.212456201920788
"Dactylellina haptotyla",5,3,0,-0.129804493416951,-0.0522890159363385,-0.0452175958888312,0.269296805052215,-0.784736458326723,0.229975317019904,-0.309396708855916,0.0257969174837534
"Tuber borchii",5,3,0,-0.413994029204037,0.092629867530475,-0.217365227470384,0.400613353281944,-0.0917570641724942,0.0792447848477423,-0.343728161702815,-0.347014870101668
"Tuber magnatum",6,2,0,-0.225622106962112,-0.509221829112142,0.126854623345752,0.622102716897053,-0.939503353442088,-0.058920370617849,-0.397340626274791,-0.317325612644911
"Umbilicaria pustulata",5,3,0,-0.359537420435159,0.158936775107976,-0.168522964219319,0.611504838544799,-1.00784586541581,0.381117363584839,-0.128330700463939,-0.249830385175673
"Xylona heveae",3,5,0,0.139878552164807,0.0379293830117813,-0.373335159962865,0.390630330977863,-0.363618864222467,0.131333379028053,-0.391344716926801,0.0424447317949249
"Coniosporium apollinis",5,3,0,-0.0952088934388449,-0.410171749872146,-0.373424082747844,0.636904005975952,0.114686352946302,0.499773928933077,-0.191587820375608,-0.051723742773261
"Diplodia seriata",5,3,0,0.184365820366536,-0.256780202388396,0.123349489974485,-0.308040950414327,-0.160377933725336,0.224134876634013,-0.0540747737958553,-0.106234718027394
"Macrophomina phaseolina",5,3,0,0.101784219666448,-0.252282543228608,0.0110599660619523,-0.015600666337625,-0.129203150499491,0.0612050952056316,-0.36857412821558,-0.198020911063521
"Neofusicoccum parvum",4,4,0,0.33924468212683,-0.290051269055242,-0.315757031303864,0.325209383734496,-0.404300927644674,0.12196849616344,-0.385120802877623,0.00441249931898017
"Cenococcum geophilum",6,2,0,-0.43420841437838,-0.153778953410011,-0.0318019978854813,0.247754743662761,-0.625736423671475,0.153935097066175,-0.516865557885762,-0.0276268490754578
"Clohesyomyces aquaticus",5,3,0,-0.15365929963321,-0.212129866760663,0.253637052949976,0.0138253791073892,-0.998228958810531,0.209191166376747,-0.475968488671649,-0.271699891393826
"Corynespora cassiicola",7,1,0,0.498717805987296,-0.0662034863752838,-0.288618132678879,-0.057281108464373,-0.327516366998722,-0.142502995226885,-0.127775137012652,-0.205709977385741
"Stagonospora sp. SRC1lsM3a",3,5,0,0.299350367490635,0.220850682091595,-0.323054218817147,-0.149559214511377,-0.0735173404040741,0.232842808557691,0.0278373434869102,0.140322911381303
"Periconia macrospinosa",6,2,0,-0.34731963828905,-0.146753244080122,-0.114878197469786,0.32528929589953,0.147577523222646,-0.0946278761890101,-0.423536839917857,-0.325012789733871
"Pyrenochaeta sp. DS3sAY3a",4,4,0,0.431453462850914,0.552630691847089,-0.0332518295884942,0.184777882692048,-0.277380952791243,0.245244651980753,-0.178563851370953,-0.123826782273616
"Epicoccum nigrum",3,5,0,0.0651455474994947,-0.254299291752901,-0.161754825435132,0.233049922156422,-0.724143123144229,0.216792749919909,0.14754039349826,0.0247368426330519
"Ascochyta rabiei",5,3,0,-0.00625960682598464,-0.0649665275361911,0.206344255015329,0.00299111449668511,-0.544109228963271,0.0963805569587679,-0.0950499893778973,-0.256140965106816
"Exserohilum turcicum",3,5,0,0.292005362071965,-0.307900771790463,0.0822636822041792,0.811890394956335,-0.316662247352141,0.126621136995056,0.173325043746868,-0.264505558330143
"Bipolaris victoriae",5,3,0,0.194929256605354,-0.51346405563361,-0.537354942720642,0.522308172337471,-2.37334555197834,0.353148112561183,-0.666865885137924,-0.537153329884816
