"","p_values","adj_pvalue"
"Pseudogymnoascus sp. 23342-1-I1",0.0259541261962108,0.125730663502237
"Pseudogymnoascus sp. VKM F-103",0.837240834766896,0.922991758253263
"Pseudogymnoascus sp. VKM F-4518 (FW-2643)",0.000611020501831498,0.0144689654833699
"Pseudogymnoascus sp. VKM F-4513 (FW-928)",0.00470177215692302,0.0515453540166376
"Pseudogymnoascus destructans",0.928701094596456,0.966240857646928
"Glarea lozoyensis",0.902704029387606,0.954287116781184
"Rutstroemia sp. NJR-2017a BBW",0.0104032561536772,0.0768725399854129
"Rutstroemia sp. NJR-2017a BVV2",0.191674851010428,0.46495221995758
"Rutstroemia sp. NJR-2017a WRK4",0.00707703408360844,0.0664177430983406
"Pezoloma ericae",0.000150870286525197,0.00911450728395941
"Diplocarpon rosae",0.214470511157642,0.47759693714235
"Marssonina brunnea",0.821521587349496,0.912924659019879
"Hyaloscypha variabilis",0.000173795357598469,0.00935335015439034
"Hyaloscypha bicolor",0.223923686956922,0.487966886696646
"Phialocephala subalpina",0.215402672663864,0.47759693714235
"Cadophora sp. DSE1049",0.00361470456726743,0.0419589236043592
"Rhynchosporium secalis",0.0753642353757975,0.260910101417966
"Rhynchosporium commune",0.0135540689505273,0.0841739724964389
"Rhynchosporium agropyri",0.21727574466953,0.479952391210304
"Botrytis cinerea",0.599212939729488,0.806738675284387
"Sclerotinia sclerotiorum",0.243715556296914,0.511629820311252
"Sclerotinia borealis",0.0778805831981433,0.264973018697131
"Microdochium bolleyi",0.285769186978758,0.531997983306367
"Pestalotiopsis fici",0.134669095122431,0.369093075520737
"Eutypa lata",0.445783429132996,0.694483658017719
"Pseudomassariella vexata",0.710056867647901,0.870297444404881
"Rosellinia necatrix",0.489007446256025,0.726608366297338
"Daldinia sp. EC12",0.711934552261927,0.870795981279051
"Hypoxylon sp. EC38",0.588744763004099,0.803080414051674
"Hypoxylon sp. CI-4A",0.394945802720382,0.649466431140183
"Hypoxylon sp. CO27-5",0.00847080125586419,0.0696488103259944
"Phaeoacremonium minimum",0.0094619438383746,0.0728738949405689
"Coniochaeta ligniaria",0.00822268286760913,0.0685609613749944
"Pyricularia grisea",0.511437643692608,0.745741588832572
"Pyricularia oryzae",0.0358742458254075,0.157129550722297
"Pyricularia pennisetigena",0.67288595738268,0.856663412409777
"Coniella lustricola",0.375633711795403,0.631747606201359
"Valsa mali",0.629320484255285,0.826070347403833
"Diaporthe ampelina",0.767105220257326,0.885731907004914
"Diaporthe helianthi",0.870853183537009,0.942495584376434
"Grosmannia clavigera",0.964817153922733,0.981394768251302
"Ophiostoma piceae",0.559553316308885,0.789217349313026
"Sporothrix schenckii",0.476432158047901,0.717678975990731
"Sporothrix brasiliensis",0.47799431719822,0.718204659343518
"Sporothrix insectorum",0.307937843531547,0.552421828395987
"Madurella mycetomatis",0.573202848071585,0.794698093813532
"Podospora anserina",0.281243091560458,0.531935815347575
"Sordaria macrospora",0.888746906702722,0.951425259978321
"Neurospora discreta",0.445783429132996,0.694483658017719
"Neurospora tetrasperma",0.751753692868905,0.885731907004914
"Neurospora crassa",0.556165737536285,0.789217349313026
"Chaetomium thermophilum",0.743160895152098,0.883436244839441
"Chaetomium globosum",0.815644937132022,0.911060005249353
"Thermothelomyces thermophilus",0.680259999572334,0.85866507408704
"Thielavia terrestris",0.0817829842946876,0.275016472635223
"Lomentospora prolificans",0.0822262088791123,0.275016472635223
"Thielaviopsis punctulata",0.0282260323359401,0.133678489143012
"Ceratocystis platani",0.0113451880558458,0.0768725399854129
"Verticillium alfalfae",0.669210643438557,0.853820476111263
"Verticillium longisporum",0.94072716404388,0.968539967154742
"Colletotrichum sublineola",0.924695884076645,0.965467307536814
"Colletotrichum incanum",0.0644843262336477,0.241612159052655
"Colletotrichum nymphaeae",0.492178977846677,0.726608366297338
"Colletotrichum higginsianum",0.862921029099545,0.940790514230075
"Colletotrichum gloeosporioides",0.876810881621397,0.945486415154585
"Colletotrichum simmondsii",0.0915068989509866,0.29124776440314
"Colletotrichum chlorophyti",0.695099562615668,0.862681218172904
"Colletotrichum tofieldiae",0.0900633852254309,0.29124776440314
"Colletotrichum salicis",0.866885430722698,0.941644357775848
"Colletotrichum fioriniae",0.338796911172565,0.591645343404597
"Stachybotrys chlorohalonata",0.654589214879251,0.842427859148949
"Stachybotrys chartarum",0.769030743581969,0.885731907004914
"Acremonium chrysogenum",0.944738995872635,0.970981745757986
"Ustilaginoidea virens",0.102668966809085,0.306969840156455
"Beauveria brongniartii",0.468663476666828,0.715591918672618
"Beauveria bassiana",0.847098887136829,0.930394325018558
"Cordyceps fumosorosea",0.087231356018234,0.286894237571081
"Cordyceps militaris",0.725126720433346,0.879661923148649
"Cordyceps sp. RAO-2017",0.000465659045283981,0.0135044684290997
"Cordyceps confragosa",0.470211581695352,0.715591918672618
"Drechmeria coniospora",0.0969595473650025,0.300523832670584
"Hirsutella minnesotensis",0.946745443904096,0.971357543832279
"Tolypocladium ophioglossoides",0.00285382401882557,0.0359460387052072
"Tolypocladium capitatum",0.416290134751394,0.667092658781582
"Tolypocladium paradoxum",0.225849538775137,0.487966886696646
"Ophiocordyceps australis",0.0111028660785757,0.0768725399854129
"Ophiocordyceps sinensis",0.954774487347593,0.977900512992691
"Ophiocordyceps unilateralis",0.811732901469393,0.910592620607614
"Ophiocordyceps camponoti-rufipedis",0.725126720433346,0.879661923148649
"Moelleriella libera",0.10481024816856,0.310238334578938
"Claviceps purpurea",0.285769186978758,0.531997983306367
"Torrubiella hemipterigena",0.329962764280162,0.5796378529788
"Pochonia chlamydosporia",0.368880322482002,0.622157125097849
"Metarhizium majus",0.509817862209679,0.745215245501555
"Metarhizium brunneum",0.761337315931772,0.885731907004914
"Metarhizium guizhouense",0.73080584862796,0.883436244839441
"Metarhizium robertsii",0.283500021703978,0.531997983306367
"Metarhizium acridum",0.177096378219794,0.457821204830209
"Metarhizium anisopliae",0.972855384252027,0.986182170337671
"Metarhizium rileyi",0.110318686728907,0.320140502664278
"Metarhizium album",0.89871301770013,0.953473309101213
"Escovopsis weberi",0.858960076495872,0.938199935951211
"Trichoderma parareesei",0.211691486321544,0.47759693714235
"Trichoderma asperellum",0.219160502917195,0.482316051029664
"Trichoderma longibrachiatum",0.30913531981324,0.552894590119149
"Trichoderma reesei",0.224885140058689,0.487966886696646
"Trichoderma guizhouense",0.918691677222507,0.962593757372963
"Trichoderma atroviride",0.00072142416103463,0.0152529679761607
"Neonectria ditissima",0.595714180844262,0.806738675284387
"Fusarium proliferatum",0.389367726926524,0.645674213838943
"Fusarium nygamai",0.992961240233439,0.998018767772829
"Fusarium mangiferae",0.888746906702722,0.951425259978321
"Fusarium verticillioides",0.134013441822501,0.369004453762421
"Fusarium fujikuroi",0.561250851454027,0.789217349313026
"Fusarium oxysporum",0.0164716281636523,0.0906993661444679
"Fusarium pseudograminearum",0.788362533492891,0.897520422745753
"Fusarium poae",0.280119211895729,0.531935815347575
"Fusarium graminearum",0.352982816627649,0.605698050561067
"Fusarium venenatum",0.350375993688846,0.605213087715249
"Fusarium langsethiae",0.213541261744504,0.47759693714235
