"","Cohort","Feature","Seed","AUC","MeanAUC","Kingdoms"
"339","2015_FengQ","Prevotella_fusca","4","60.23",57.03,"fungi"
"340","2015_FengQ","Prevotella_oris","6","58.53",56.45,"fungi"
"341","2015_FengQ","Prevotella_melaninogenica","74","64.08",53.21,"fungi"
"342","2015_FengQ","Prevotella_ruminicola","52","56.21",52.43,"fungi"
"343","2015_FengQ","Prevotella_denticola","77","62.84",58.68,"fungi"
"344","2015_FengQ","Prevotella_enoeca","58","55.82",53.49,"fungi"
"345","2015_FengQ","Prevotella_dentalis","97","49.25",48.61,"fungi"
"346","2015_FengQ","Prevotella_intermedia","8","52.16",52.42,"fungi"
"347","2015_FengQ","Muribaculum_intestinale","68","54.12",59.72,"fungi"
"348","2015_FengQ","Muribaculum_sp_TLL_A4","19","51.31",54.67,"fungi"
"349","2015_FengQ","Duncaniella_sp_H5","75","50.46",53.15,"fungi"
"350","2015_FengQ","Barnesiella_viscericola","3","53.82",51.38,"fungi"
"351","2015_FengQ","Tannerella_sp_oral_taxon_HOT_286","1","54.93",50.13,"fungi"
"352","2015_FengQ","Tannerella_forsythia","42","52.78",49.7,"fungi"
"353","2015_FengQ","Parabacteroides_sp_CT06","88","60.42",52.98,"fungi"
"354","2015_FengQ","Parabacteroides_distasonis","71","56.6",56.4,"fungi"
"355","2015_FengQ","Butyricimonas_faecalis","63","69.44",59.19,"fungi"
"356","2015_FengQ","Odoribacter_splanchnicus","23","61.21",54.16,"fungi"
"357","2015_FengQ","Alistipes_indistinctus","98","64.48",56.26,"fungi"
"358","2015_FengQ","Alistipes_sp_Marseille_P5997","51","47.29",49.54,"fungi"
"359","2015_FengQ","Alistipes_sp_5CPEGH6","23","60.26",55.64,"fungi"
"360","2015_FengQ","Alistipes_finegoldii","8","54.9",52.69,"fungi"
"361","2015_FengQ","Alistipes_sp_3BBH6","30","68.17",59.87,"fungi"
"362","2015_FengQ","Alistipes_sp_5CBH24","22","73.66",52.73,"fungi"
"363","2015_FengQ","Alistipes_shahii","44","57.22",52.1,"fungi"
"364","2015_FengQ","Bacteroides_coprosuis","29","61.44",51.51,"fungi"
"365","2015_FengQ","Bacteroides_sp_PHL_2737","92","53.66",50.08,"fungi"
"366","2015_FengQ","Bacteroides_zoogleoformans","1","50.36",50.29,"fungi"
"367","2015_FengQ","Bacteroides_heparinolyticus","15","49.93",50.13,"fungi"
"368","2015_FengQ","Bacteroides_helcogenes","12","57.25",50.58,"fungi"
"369","2015_FengQ","Bacteroides_intestinalis","82","61.47",56.53,"fungi"
"370","2015_FengQ","Bacteroides_salanitronis","63","53.01",55.73,"fungi"
"371","2015_FengQ","Bacteroides_caecimuris","10","59.08",54.43,"fungi"
"372","2015_FengQ","Bacteroides_xylanisolvens","14","48.69",56.68,"fungi"
"373","2015_FengQ","Bacteroides_cellulosilyticus","73","51.11",49.32,"fungi"
"374","2015_FengQ","Bacteroides_caccae","51","55.36",53.48,"fungi"
"375","2015_FengQ","Bacteroides_thetaiotaomicron","65","60.52",56.63,"fungi"
"376","2015_FengQ","Bacteroides_fragilis","25","52.71",56.14,"fungi"
"377","2015_FengQ","Bacteroides_sp_A1C1","10","60.75",53.2,"fungi"
"378","2015_FengQ","Bacteroides_uniformis","13","57.39",53.8,"fungi"
"379","2015_FengQ","Bacteroides_dorei","34","57.25",52.77,"fungi"
"380","2015_FengQ","Bacteroides_ovatus","65","46.31",51.48,"fungi"
"381","2015_FengQ","Bacteroides_vulgatus","30","43.27",52.07,"fungi"
"382","2015_FengQ","Collinsella_aerofaciens","63","40.03",50.87,"fungi"
"383","2015_FengQ","Libanicoccus_massiliensis","80","72.29",56.33,"fungi"
"384","2015_FengQ","Parolsenella_catena","20","51.67",52.54,"fungi"
"385","2015_FengQ","Olsenella_umbonata","87","52.39",49.6,"fungi"
"386","2015_FengQ","Olsenella_sp_GAM18","78","51.11",49.44,"fungi"
"387","2015_FengQ","Olsenella_sp_Marseille_P2300","49","41.63",48.34,"fungi"
"388","2015_FengQ","Phoenicibacter_congonensis","58","44.87",54.14,"fungi"
"389","2015_FengQ","Eggerthella_lenta","51","57.94",56.89,"fungi"
"390","2015_FengQ","Gordonibacter_pamelaeae","38","52.61",51.19,"fungi"
"391","2015_FengQ","Gordonibacter_urolithinfaciens","94","36.47",51.87,"fungi"
"392","2015_FengQ","Adlercreutzia_equolifaciens","87","42.88",52.41,"fungi"
"393","2015_FengQ","Propionibacterium_freudenreichii","43","52.35",49.7,"fungi"
"394","2015_FengQ","Schaalia_odontolytica","59","46.34",52.77,"fungi"
"395","2015_FengQ","Rothia_mucilaginosa","39","65.69",55.6,"fungi"
"396","2015_FengQ","Bifidobacterium_angulatum","5","58.56",48.73,"fungi"
"397","2015_FengQ","Bifidobacterium_dentium","64","53.69",56.04,"fungi"
"398","2015_FengQ","Bifidobacterium_pseudocatenulatum","81","62.39",53.58,"fungi"
"399","2015_FengQ","Bifidobacterium_animalis","99","52.75",50.21,"fungi"
"400","2015_FengQ","Bifidobacterium_bifidum","33","50.42",55.38,"fungi"
"401","2015_FengQ","Bifidobacterium_catenulatum","32","55.56",54.79,"fungi"
"402","2015_FengQ","Bifidobacterium_adolescentis","66","55",55.12,"fungi"
"403","2015_FengQ","Bifidobacterium_gallinarum","88","57.97",56.64,"fungi"
"404","2015_FengQ","Bifidobacterium_breve","19","51.37",53.2,"fungi"
"405","2015_FengQ","Bifidobacterium_longum","82","58.99",59.8,"fungi"
"406","2015_FengQ","Parvimonas_micra","94","74.28",67.95,"fungi"
"407","2015_FengQ","Megamonas_hypermegale","2","62.55",52.71,"fungi"
"408","2015_FengQ","Megamonas_funiformis","16","63.2",55.38,"fungi"
"409","2015_FengQ","Selenomonas_sputigena","3","54.22",52.94,"fungi"
"410","2015_FengQ","Selenomonas_ruminantium","23","50.92",49.69,"fungi"
"411","2015_FengQ","Acidaminococcus_intestini","84","52.06",55.54,"fungi"
"412","2015_FengQ","Acidaminococcus_fermentans","56","49.02",55.37,"fungi"
"413","2015_FengQ","Phascolarctobacterium_faecium","12","51.41",47.7,"fungi"
"414","2015_FengQ","Dialister_sp_5BBH33","59","57.25",54.74,"fungi"
"415","2015_FengQ","Dialister_sp_Marseille_P5638","68","52.45",50.98,"fungi"
"416","2015_FengQ","Dialister_pneumosintes","9","61.57",55.76,"fungi"
"417","2015_FengQ","Veillonella_dispar","10","54.9",55.38,"fungi"
"418","2015_FengQ","Veillonella_parvula","65","55",52.58,"fungi"
"419","2015_FengQ","Veillonella_atypica","31","55.82",53.95,"fungi"
"420","2015_FengQ","Megasphaera_elsdenii","35","51.99",52.05,"fungi"
"421","2015_FengQ","Megasphaera_stantonii","85","63.37",55.99,"fungi"
"422","2015_FengQ","Gemella_morbillorum","7","64.22",64.02,"fungi"
"423","2015_FengQ","Staphylococcus_aureus","13","50.39",52.35,"fungi"
"424","2015_FengQ","Paenibacillus_polymyxa","35","54.38",52.13,"fungi"
"425","2015_FengQ","Bacillus_cereus","91","53.66",57.28,"fungi"
"426","2015_FengQ","Lactobacillus_paragasseri","51","58.04",53.15,"fungi"
"427","2015_FengQ","Lactobacillus_gasseri","15","39.18",53.71,"fungi"
"428","2015_FengQ","Lactobacillus_vaginalis","33","54.51",57.18,"fungi"
"429","2015_FengQ","Lactobacillus_mucosae","66","55",57.2,"fungi"
"430","2015_FengQ","Lactobacillus_crispatus","88","53.4",54.09,"fungi"
"431","2015_FengQ","Lactobacillus_animalis","74","53.59",53.79,"fungi"
"432","2015_FengQ","Lactobacillus_fermentum","51","49.93",51.02,"fungi"
"433","2015_FengQ","Lactobacillus_reuteri","40","56.44",56.62,"fungi"
"434","2015_FengQ","Lactobacillus_delbrueckii","63","45.78",51.6,"fungi"
"435","2015_FengQ","Lactobacillus_salivarius","83","43.2",52.92,"fungi"
"436","2015_FengQ","Lactobacillus_plantarum","96","58.37",54.12,"fungi"
"437","2015_FengQ","Lactobacillus_paracasei","71","50.33",55.58,"fungi"
"438","2015_FengQ","Lactobacillus_ruminis","67","51.93",54.84,"fungi"
"439","2015_FengQ","Enterococcus_hirae","2","45.95",56.54,"fungi"
"440","2015_FengQ","Enterococcus_durans","3","47.22",53.03,"fungi"
"441","2015_FengQ","Enterococcus_faecalis","91","55.07",53.41,"fungi"
"442","2015_FengQ","Enterococcus_saigonensis","41","55.42",54.39,"fungi"
"443","2015_FengQ","Enterococcus_faecium","70","58.33",50.12,"fungi"
"444","2015_FengQ","Lactococcus_garvieae","96","60.46",52.56,"fungi"
"445","2015_FengQ","Lactococcus_lactis","12","47.06",52.59,"fungi"
"446","2015_FengQ","Streptococcus_sp_HSISS1","66","53.82",51.51,"fungi"
"447","2015_FengQ","Streptococcus_sp_I_G2","18","55.33",50.41,"fungi"
"448","2015_FengQ","Streptococcus_sp_I_P16","10","58.17",57.05,"fungi"
"449","2015_FengQ","Streptococcus_sp_JS71","34","53.92",51.05,"fungi"
"450","2015_FengQ","Streptococcus_sp_HSISS3","52","66.96",53.74,"fungi"
"451","2015_FengQ","Streptococcus_gallolyticus","11","43.79",46.26,"fungi"
"452","2015_FengQ","Streptococcus_sp_HSISS2","24","53.89",52.01,"fungi"
"453","2015_FengQ","Streptococcus_sp_A12","11","52.84",55.06,"fungi"
"454","2015_FengQ","Streptococcus_milleri","4","56.41",54.15,"fungi"
"455","2015_FengQ","Streptococcus_sp_FDAARGOS_192","63","54.93",56.32,"fungi"
"456","2015_FengQ","Streptococcus_australis","3","59.18",55.98,"fungi"
"457","2015_FengQ","Streptococcus_sp_oral_taxon_061","7","56.83",55.02,"fungi"
"458","2015_FengQ","Streptococcus_vestibularis","85","61.18",50.97,"fungi"
"459","2015_FengQ","Streptococcus_gordonii","69","58.2",53.95,"fungi"
"460","2015_FengQ","Streptococcus_mutans","13","47.65",54.36,"fungi"
"461","2015_FengQ","Streptococcus_equinus","85","50.59",55.41,"fungi"
"462","2015_FengQ","Streptococcus_mitis","41","63.95",57.62,"fungi"
"463","2015_FengQ","Streptococcus_sp_HSISM1","76","61.6",47.02,"fungi"
"464","2015_FengQ","Streptococcus_pneumoniae","71","38.2",51,"fungi"
"465","2015_FengQ","Streptococcus_oralis","11","50.03",52.32,"fungi"
"466","2015_FengQ","Streptococcus_parasanguinis","94","47.75",53.57,"fungi"
"467","2015_FengQ","Streptococcus_thermophilus","71","47.75",52.86,"fungi"
"468","2015_FengQ","Streptococcus_sanguinis","46","56.01",60.14,"fungi"
"469","2015_FengQ","Streptococcus_lutetiensis","20","57.97",50.27,"fungi"
"470","2015_FengQ","Streptococcus_anginosus","9","51.96",52.93,"fungi"
"471","2015_FengQ","Streptococcus_agalactiae","46","61.6",52.8,"fungi"
"472","2015_FengQ","Streptococcus_pasteurianus","93","64.84",52.58,"fungi"
"473","2015_FengQ","Streptococcus_salivarius","74","59.97",55.19,"fungi"
"474","2015_FengQ","Streptococcus_suis","79","53.14",52.16,"fungi"
"475","2015_FengQ","Turicibacter_sanguinis","81","51.67",55.32,"fungi"
"476","2015_FengQ","Turicibacter_sp_H121","98","50",49.41,"fungi"
"477","2015_FengQ","Erysipelotrichaceae_bacterium_SG0102","82","44.31",52.43,"fungi"
"478","2015_FengQ","Erysipelatoclostridium_ramosum","71","47.75",53.66,"fungi"
"479","2015_FengQ","Clostridium_innocuum","79","54.41",54.9,"fungi"
"480","2015_FengQ","Faecalitalea_cylindroides","58","57.61",54.59,"fungi"
"481","2015_FengQ","Longibaculum_sp_KGMB06250","69","61.93",57.7,"fungi"
"482","2015_FengQ","Mogibacterium_diversum","13","57.71",53.54,"fungi"
"483","2015_FengQ","Mageeibacillus_indolicus","9","43.46",55.52,"fungi"
"484","2015_FengQ","Christensenella_sp_Marseille_P3954","1","47.58",53.76,"fungi"
"485","2015_FengQ","Christensenella_minuta","22","44.61",53.81,"fungi"
"486","2015_FengQ","Monoglobus_pectinilyticus","83","55.59",52.49,"fungi"
"487","2015_FengQ","Intestinimonas_butyriciproducens","11","46.54",50.47,"fungi"
"488","2015_FengQ","Hungatella_hathewayi","37","64.25",55.93,"fungi"
"489","2015_FengQ","Mordavella_sp_Marseille_P3756","56","45.46",51.74,"fungi"
"490","2015_FengQ","Clostridium_beijerinckii","48","62.29",55.49,"fungi"
"491","2015_FengQ","Clostridium_butyricum","25","53.79",49.72,"fungi"
"492","2015_FengQ","Clostridium_botulinum","50","42.55",49.85,"fungi"
"493","2015_FengQ","Clostridium_perfringens","96","56.57",54.26,"fungi"
"494","2015_FengQ","Clostridium_sp_SY8519","58","61.11",52.76,"fungi"
"495","2015_FengQ","Eubacterium_callanderi","49","47.39",55.08,"fungi"
"496","2015_FengQ","Eubacterium_limosum","14","46.67",48.51,"fungi"
"497","2015_FengQ","Eubacterium_maltosivorans","72","55.07",55.77,"fungi"
"498","2015_FengQ","Eubacterium_cellulosolvens","37","68.24",58.01,"fungi"
"499","2015_FengQ","Eubacterium_eligens","31","53.56",50.52,"fungi"
"500","2015_FengQ","Filifactor_alocis","23","60.49",52.72,"fungi"
"501","2015_FengQ","Clostridium_hiranonis","77","45.88",51.84,"fungi"
"502","2015_FengQ","Romboutsia_ilealis","58","49.12",54.85,"fungi"
"503","2015_FengQ","Clostridioides_difficile","86","57.94",53.55,"fungi"
"504","2015_FengQ","Oscillibacter_valericigenes","17","47.75",53.59,"fungi"
"505","2015_FengQ","Oscillibacter_sp_PEA192","6","47.68",53.91,"fungi"
"506","2015_FengQ","Dysosmobacter_welbionis","90","51.86",51.4,"fungi"
"507","2015_FengQ","Ethanoligenens_harbinense","57","57.25",48.08,"fungi"
"508","2015_FengQ","Caproiciproducens_sp_NJN_50","71","56.67",53.76,"fungi"
"509","2015_FengQ","Acutalibacter_muris","76","66.96",54.6,"fungi"
"510","2015_FengQ","Flavonifractor_plautii","78","58.24",55.34,"fungi"
"511","2015_FengQ","Ruthenibacterium_lactatiformans","53","46.57",54.12,"fungi"
"512","2015_FengQ","Ruminococcus_albus","59","55.36",56.61,"fungi"
"513","2015_FengQ","Ruminococcus_sp_JE7A12","69","55.82",55.72,"fungi"
"514","2015_FengQ","Ruminococcus_champanellensis","67","48.04",53.57,"fungi"
"515","2015_FengQ","Ruminococcus_bicirculans","78","56.67",57.95,"fungi"
"516","2015_FengQ","Faecalibacterium_prausnitzii","37","38.07",48.01,"fungi"
"517","2015_FengQ","Anaerotignum_propionicum","19","61.86",50.8,"fungi"
"518","2015_FengQ","Herbinix_luporum","39","59.93",55.24,"fungi"
"519","2015_FengQ","Anaerocolumna_cellulosilytica","27","53.3",51.33,"fungi"
"520","2015_FengQ","Lachnoanaerobaculum_umeaense","12","56.44",54.47,"fungi"
"521","2015_FengQ","Pseudobutyrivibrio_xylanivorans","75","53.86",56.31,"fungi"
"522","2015_FengQ","Butyrivibrio_hungatei","92","61.9",61.55,"fungi"
"523","2015_FengQ","Butyrivibrio_proteoclasticus","83","48.2",56.56,"fungi"
"524","2015_FengQ","Butyrivibrio_fibrisolvens","30","55.85",57.62,"fungi"
"525","2015_FengQ","Anaerobutyricum_hallii","14","58.86",53.67,"fungi"
"526","2015_FengQ","Lachnoclostridium_phytofermentans","82","52.19",60,"fungi"
"527","2015_FengQ","Clostridium_sphenoides","53","47.75",49.81,"fungi"
"528","2015_FengQ","Clostridium_hylemonae","87","57.22",55.16,"fungi"
"529","2015_FengQ","Lachnoclostridium_sp_YL32","34","51.86",50.69,"fungi"
"530","2015_FengQ","Clostridium_saccharolyticum","18","52.03",55.96,"fungi"
"531","2015_FengQ","Clostridium_clostridioforme","24","49.35",49.46,"fungi"
"532","2015_FengQ","Lachnoclostridium_phocaeense","68","56.83",55.98,"fungi"
"533","2015_FengQ","Clostridium_scindens","13","58.07",49.05,"fungi"
"534","2015_FengQ","Clostridium_bolteae","13","54.67",55.67,"fungi"
"535","2015_FengQ","Roseburia_intestinalis","21","60.98",53.6,"fungi"
"536","2015_FengQ","Roseburia_hominis","98","61.27",55.97,"fungi"
"537","2015_FengQ","Blautia_coccoides","75","59.58",52.92,"fungi"
"538","2015_FengQ","Blautia_sp_YL58","56","57.35",53.76,"fungi"
"539","2015_FengQ","Blautia_hansenii","92","54.54",55.25,"fungi"
"540","2015_FengQ","Blautia_sp_N6H1_15","13","48.2",51.65,"fungi"
"541","2015_FengQ","Blautia_producta","3","54.64",49.7,"fungi"
"542","2015_FengQ","Ruminococcus_gnavus","97","49.35",51.73,"fungi"
"543","2015_FengQ","Blautia_sp_SC05B48","91","64.15",57.04,"fungi"
"544","2015_FengQ","Anaerostipes_caccae","63","50.13",51.85,"fungi"
"545","2015_FengQ","Anaerostipes_rhamnosivorans","11","44.93",56.32,"fungi"
"546","2015_FengQ","Anaerostipes_hadrus","32","57.94",56.09,"fungi"
"547","2016_VogtmannE","Cloacibacillus_porcorum","100","49.33",52.49,"fungi"
"548","2016_VogtmannE","Fusobacterium_necrophorum","62","69.3",56.95,"fungi"
"549","2016_VogtmannE","Fusobacterium_periodonticum","18","53.65",57.95,"fungi"
"550","2016_VogtmannE","Fusobacterium_mortiferum","86","44.16",51.11,"fungi"
"551","2016_VogtmannE","Fusobacterium_varium","30","54.63",52.65,"fungi"
"552","2016_VogtmannE","Fusobacterium_ulcerans","23","73.26",56.76,"fungi"
"553","2016_VogtmannE","Fusobacterium_nucleatum","68","64.08",65.08,"fungi"
"554","2016_VogtmannE","Brachyspira_pilosicoli","13","63.5",52.92,"fungi"
"555","2016_VogtmannE","Akkermansia_muciniphila","14","55.75",56.42,"fungi"
"556","2016_VogtmannE","Campylobacter_jejuni","33","52.5",51.92,"fungi"
"557","2016_VogtmannE","Campylobacter_coli","43","62.08",54.85,"fungi"
"558","2016_VogtmannE","Desulfovibrio_fairfieldensis","3","53.07",51.39,"fungi"
"559","2016_VogtmannE","Desulfovibrio_desulfuricans","4","43.98",54,"fungi"
"560","2016_VogtmannE","Desulfovibrio_piger","18","53.92",53.33,"fungi"
"561","2016_VogtmannE","Sutterella_sp_KGMB03119","46","62.48",57.55,"fungi"
"562","2016_VogtmannE","Sutterella_megalosphaeroides","8","60.52",54.34,"fungi"
"563","2016_VogtmannE","Oxalobacter_formigenes","34","49.38",53.19,"fungi"
"564","2016_VogtmannE","Ralstonia_pickettii","99","50.8",50.23,"fungi"
"565","2016_VogtmannE","Burkholderia_dolosa","1","50",52.65,"fungi"
"566","2016_VogtmannE","Photobacterium_damselae","97","60.7",55.77,"fungi"
"567","2016_VogtmannE","Haemophilus_parainfluenzae","82","52.58",59.19,"fungi"
"568","2016_VogtmannE","Succinivibrio_dextrinosolvens","62","43.4",52.14,"fungi"
"569","2016_VogtmannE","Aeromonas_hydrophila","96","55.48",56.02,"fungi"
"570","2016_VogtmannE","Aeromonas_veronii","22","56.51",51.11,"fungi"
"571","2016_VogtmannE","Aeromonas_salmonicida","68","42.83",56.77,"fungi"
"572","2016_VogtmannE","Acinetobacter_johnsonii","79","54.37",49.64,"fungi"
"573","2016_VogtmannE","Pseudomonas_aeruginosa","84","59.63",51.93,"fungi"
"574","2016_VogtmannE","Hafnia_alvei","76","54.5",53.25,"fungi"
"575","2016_VogtmannE","Raoultella_planticola","10","49.06",52.37,"fungi"
"576","2016_VogtmannE","Raoultella_ornithinolytica","16","54.28",50.34,"fungi"
"577","2016_VogtmannE","Kosakonia_cowanii","96","55.26",48.94,"fungi"
"578","2016_VogtmannE","Shigella_sp_PAMC_28760","51","95.9",66.32,"fungi"
"579","2016_VogtmannE","Shigella_sonnei","63","55.17",53.04,"fungi"
"580","2016_VogtmannE","Shigella_flexneri","97","45.37",51.38,"fungi"
"581","2016_VogtmannE","Citrobacter_sp_TSA_1","77","51.96",53.89,"fungi"
"582","2016_VogtmannE","Citrobacter_koseri","59","49.64",52.12,"fungi"
"583","2016_VogtmannE","Citrobacter_braakii","38","70.01",54.46,"fungi"
"584","2016_VogtmannE","Citrobacter_freundii_complex_sp_CFNIH3","40","43.72",54.07,"fungi"
"585","2016_VogtmannE","Citrobacter_portucalensis","3","41.31",49.49,"fungi"
"586","2016_VogtmannE","Citrobacter_freundii","11","41.62",49.5,"fungi"
"587","2016_VogtmannE","Enterobacter_cloacae_complex_sp_ECNIH7","28","56.51",51.83,"fungi"
"588","2016_VogtmannE","Enterobacter_kobei","84","62.7",53.47,"fungi"
"589","2016_VogtmannE","Enterobacter_roggenkampii","17","50.94",56.62,"fungi"
"590","2016_VogtmannE","Enterobacter_hormaechei","16","53.57",51.87,"fungi"
"591","2016_VogtmannE","Enterobacter_ludwigii","53","51.56",52.43,"fungi"
"592","2016_VogtmannE","Enterobacter_asburiae","82","59",55.78,"fungi"
"593","2016_VogtmannE","Enterobacter_cloacae","46","51.96",56.17,"fungi"
"594","2016_VogtmannE","Klebsiella_grimontii","3","48.04",53.83,"fungi"
"595","2016_VogtmannE","Klebsiella_michiganensis","54","56.95",56.52,"fungi"
"596","2016_VogtmannE","Klebsiella_variicola","17","55.88",49.62,"fungi"
"597","2016_VogtmannE","Klebsiella_quasipneumoniae","42","54.99",52.78,"fungi"
"598","2016_VogtmannE","Klebsiella_aerogenes","94","54.77",50.51,"fungi"
"599","2016_VogtmannE","Klebsiella_pneumoniae","21","47.82",49.4,"fungi"
"600","2016_VogtmannE","Klebsiella_oxytoca","98","40.42",54.23,"fungi"
"601","2016_VogtmannE","Salmonella_enterica","60","46.7",51.35,"fungi"
"602","2016_VogtmannE","Escherichia_coli","56","50.53",51.29,"fungi"
"603","2016_VogtmannE","Ornithobacterium_rhinotracheale","72","51.78",55.02,"fungi"
"604","2016_VogtmannE","Petrimonas_mucosa","79","46.75",54.03,"fungi"
"605","2016_VogtmannE","Porphyromonas_asaccharolytica","15","56.51",62.34,"fungi"
"606","2016_VogtmannE","Porphyromonas_gingivalis","54","50.62",48.76,"fungi"
"607","2016_VogtmannE","Alloprevotella_sp_E39","1","33.91",45.6,"fungi"
"608","2016_VogtmannE","Paraprevotella_xylaniphila","29","47.64",49.94,"fungi"
"609","2016_VogtmannE","Prevotella_sp_oral_taxon_299","78","56.33",53.86,"fungi"
"610","2016_VogtmannE","Prevotella_scopos","98","56.95",52.04,"fungi"
"611","2016_VogtmannE","Prevotella_jejuni","5","58.96",48.99,"fungi"
"612","2016_VogtmannE","Prevotella_fusca","19","64.66",57.03,"fungi"
"613","2016_VogtmannE","Prevotella_oris","28","49.6",56.45,"fungi"
"614","2016_VogtmannE","Prevotella_melaninogenica","5","54.63",53.21,"fungi"
"615","2016_VogtmannE","Prevotella_ruminicola","40","61.23",52.43,"fungi"
"616","2016_VogtmannE","Prevotella_denticola","9","62.88",58.68,"fungi"
"617","2016_VogtmannE","Prevotella_enoeca","40","54.19",53.49,"fungi"
"618","2016_VogtmannE","Prevotella_dentalis","31","53.7",48.61,"fungi"
"619","2016_VogtmannE","Prevotella_intermedia","24","44.52",52.42,"fungi"
"620","2016_VogtmannE","Muribaculum_intestinale","2","59.89",59.72,"fungi"
"621","2016_VogtmannE","Muribaculum_sp_TLL_A4","88","64.26",54.67,"fungi"
"622","2016_VogtmannE","Duncaniella_sp_H5","42","52.5",53.15,"fungi"
"623","2016_VogtmannE","Barnesiella_viscericola","26","45.05",51.38,"fungi"
"624","2016_VogtmannE","Tannerella_sp_oral_taxon_HOT_286","31","53.65",50.13,"fungi"
"625","2016_VogtmannE","Tannerella_forsythia","56","43.63",49.7,"fungi"
"626","2016_VogtmannE","Parabacteroides_sp_CT06","50","63.15",52.98,"fungi"
"627","2016_VogtmannE","Parabacteroides_distasonis","83","47.37",56.4,"fungi"
"628","2016_VogtmannE","Butyricimonas_faecalis","25","60.07",59.19,"fungi"
"629","2016_VogtmannE","Odoribacter_splanchnicus","17","48.98",54.16,"fungi"
"630","2016_VogtmannE","Alistipes_indistinctus","57","51.34",56.26,"fungi"
"631","2016_VogtmannE","Alistipes_sp_Marseille_P5997","7","49.2",49.54,"fungi"
"632","2016_VogtmannE","Alistipes_sp_5CPEGH6","87","59.58",55.64,"fungi"
"633","2016_VogtmannE","Alistipes_finegoldii","81","53.79",52.69,"fungi"
"634","2016_VogtmannE","Alistipes_sp_3BBH6","43","55.04",59.87,"fungi"
"635","2016_VogtmannE","Alistipes_sp_5CBH24","63","45.9",52.73,"fungi"
"636","2016_VogtmannE","Alistipes_shahii","92","57.8",52.1,"fungi"
"637","2016_VogtmannE","Bacteroides_coprosuis","63","49.47",51.51,"fungi"
"638","2016_VogtmannE","Bacteroides_sp_PHL_2737","92","50.13",50.08,"fungi"
"639","2016_VogtmannE","Bacteroides_zoogleoformans","51","51.83",50.29,"fungi"
"640","2016_VogtmannE","Bacteroides_heparinolyticus","92","49.55",50.13,"fungi"
"641","2016_VogtmannE","Bacteroides_helcogenes","74","57.84",50.58,"fungi"
"642","2016_VogtmannE","Bacteroides_intestinalis","40","72.77",56.53,"fungi"
"643","2016_VogtmannE","Bacteroides_salanitronis","18","69.34",55.73,"fungi"
"644","2016_VogtmannE","Bacteroides_caecimuris","86","49.42",54.43,"fungi"
"645","2016_VogtmannE","Bacteroides_xylanisolvens","23","56.02",56.68,"fungi"
"646","2016_VogtmannE","Bacteroides_cellulosilyticus","57","37.52",49.32,"fungi"
"647","2016_VogtmannE","Bacteroides_caccae","45","48.26",53.48,"fungi"
"648","2016_VogtmannE","Bacteroides_thetaiotaomicron","21","62.92",56.63,"fungi"
"649","2016_VogtmannE","Bacteroides_fragilis","10","52.36",56.14,"fungi"
"650","2016_VogtmannE","Bacteroides_sp_A1C1","61","58.33",53.2,"fungi"
"651","2016_VogtmannE","Bacteroides_uniformis","84","56.91",53.8,"fungi"
"652","2016_VogtmannE","Bacteroides_dorei","32","57.8",52.77,"fungi"
"653","2016_VogtmannE","Bacteroides_ovatus","80","54.68",51.48,"fungi"
"654","2016_VogtmannE","Bacteroides_vulgatus","16","43.09",52.07,"fungi"
"655","2016_VogtmannE","Collinsella_aerofaciens","52","54.28",50.87,"fungi"
"656","2016_VogtmannE","Libanicoccus_massiliensis","58","45.59",56.33,"fungi"
"657","2016_VogtmannE","Parolsenella_catena","60","56.37",52.54,"fungi"
"658","2016_VogtmannE","Olsenella_umbonata","41","42.29",49.6,"fungi"
"659","2016_VogtmannE","Olsenella_sp_GAM18","1","48.57",49.44,"fungi"
"660","2016_VogtmannE","Olsenella_sp_Marseille_P2300","4","39.26",48.34,"fungi"
"661","2016_VogtmannE","Phoenicibacter_congonensis","43","60.12",54.14,"fungi"
"662","2016_VogtmannE","Eggerthella_lenta","93","60.47",56.89,"fungi"
"663","2016_VogtmannE","Gordonibacter_pamelaeae","73","51.38",51.19,"fungi"
"664","2016_VogtmannE","Gordonibacter_urolithinfaciens","27","59.67",51.87,"fungi"
"665","2016_VogtmannE","Adlercreutzia_equolifaciens","29","51.52",52.41,"fungi"
"666","2016_VogtmannE","Propionibacterium_freudenreichii","73","45.99",49.7,"fungi"
"667","2016_VogtmannE","Schaalia_odontolytica","85","47.82",52.77,"fungi"
"668","2016_VogtmannE","Rothia_mucilaginosa","51","50.49",55.6,"fungi"
"669","2016_VogtmannE","Bifidobacterium_angulatum","52","58.2",48.73,"fungi"
"670","2016_VogtmannE","Bifidobacterium_dentium","9","66.04",56.04,"fungi"
"671","2016_VogtmannE","Bifidobacterium_pseudocatenulatum","27","49.91",53.58,"fungi"
"672","2016_VogtmannE","Bifidobacterium_animalis","61","52.18",50.21,"fungi"
"673","2016_VogtmannE","Bifidobacterium_bifidum","99","59.27",55.38,"fungi"
"674","2016_VogtmannE","Bifidobacterium_catenulatum","15","60.96",54.79,"fungi"
"675","2016_VogtmannE","Bifidobacterium_adolescentis","43","62.83",55.12,"fungi"
"676","2016_VogtmannE","Bifidobacterium_gallinarum","53","58.47",56.64,"fungi"
"677","2016_VogtmannE","Bifidobacterium_breve","64","54.06",53.2,"fungi"
