Gene1,Gene2,CRC_cor,CRC_pVal,CTRL_cor,CTRL_pVal,zScoreDiff,pValDiff,empPVals,pValDiff_adj,Classes,color,width
Moniliophthora perniciosa,Hyaloscypha variabilis,0.14328277,0.002210753,0.106131614,0.01498013,-0.587084437,0.557146999,0.463690476,0.723834241,+/+,pos,1
Phytophthora capsici,Phytopythium vexans,0.267564014,6.99E-09,0.232226775,7.36E-08,-0.58636128,0.557632759,0.464087302,0.723834241,+/+,pos,1
Phytopythium vexans,Colletotrichum salicis,0.252160926,5.14E-08,0.216956521,5.19E-07,-0.579560818,0.562210822,0.468005952,0.725378998,+/+,pos,1
Rhizophagus irregularis,Albugo candida,0.301941474,5.04E-11,0.268801521,3.85E-10,-0.561265864,0.574616308,0.479712302,0.731683276,+/+,pos,2
Rhizophagus clarus,Baudoinia panamericana,0.156062117,0.000848229,0.190095039,1.16E-05,0.545787454,0.585212048,0.489781746,0.736379359,+/+,pos,1
Naumovozyma dairenensis,Baudoinia panamericana,0.163462027,0.000470739,0.131439933,0.00254793,-0.509219057,0.610598687,0.514732143,0.75478282,+/+,pos,1
Pneumocystis murina,Pichia kudriavzevii,0.121069871,0.009821196,0.089564909,0.040225798,-0.495596264,0.62017929,0.524355159,0.756699708,+/+,pos,1
Rhizophagus clarus,Leucoagaricus sp. SymC.cos,0.279293741,1.40E-09,0.249873693,6.48E-09,-0.492122794,0.622632539,0.527132937,0.756699708,+/+,pos,1
Rhizophagus irregularis,Colletotrichum salicis,-0.105173245,0.025026342,-0.135915048,0.001800682,-0.48527752,0.627479499,0.531547619,0.758058664,-/-,neg,2
Lipomyces starkeyi,Choanephora cucurbitarum,0.198239162,2.09E-05,0.169282424,9.71E-05,-0.466198776,0.641073225,0.545486111,0.762010569,+/+,pos,1
Phytopythium vexans,Coniochaeta ligniaria,0.111659405,0.017310481,0.138600485,0.001454837,0.42575941,0.670283167,0.576636905,0.778567724,+/+,pos,1
Pneumocystis murina,Albugo candida,0.112833575,0.016162122,0.086778238,0.046883607,-0.409390156,0.682253362,0.589087302,0.780046564,+/+,pos,1
[Candida] arabinofermentans,Hyaloscypha variabilis,0.172547728,0.000220641,0.196597669,5.67E-06,0.38731016,0.698526605,0.606051587,0.786542325,+/+,pos,1
Naumovozyma dairenensis,Schizosaccharomyces pombe,0.116582814,0.012929854,0.092123002,0.034835879,-0.38467882,0.700475389,0.608184524,0.787649483,+/+,pos,1
Rhizophagus irregularis,Rhizophagus clarus,0.383445495,0,0.403683738,0,0.372527783,0.709499931,0.619394841,0.793401104,+/+,pos,2
Lipomyces starkeyi,Hyaloscypha variabilis,0.149458903,0.001404429,0.172496025,7.10E-05,0.367891471,0.71295416,0.622916667,0.793401104,+/+,pos,1
Leucoagaricus sp. SymC.cos,Hyaloscypha variabilis,0.125581254,0.00738355,0.146505733,0.000759765,0.331628837,0.740169542,0.655059524,0.801686719,+/+,pos,1
Pneumocystis murina,Pseudocercospora musae,0.184748659,7.50E-05,0.164536164,0.000152569,-0.324307037,0.745705593,0.660267857,0.801686719,+/+,pos,1
Coniochaeta ligniaria,Hyaloscypha variabilis,0.117171673,0.012477726,0.136976231,0.001655885,0.313125007,0.754185691,0.669593254,0.801686719,+/+,pos,1
Albugo candida,Schizosaccharomyces pombe,0.137274505,0.003381246,0.117955551,0.006815841,-0.305489522,0.759993349,0.676636905,0.802426211,+/+,pos,1
Leucoagaricus sp. SymC.cos,Baudoinia panamericana,0.216776833,3.14E-06,0.198618623,4.52E-06,-0.29519275,0.76784664,0.687251984,0.807243067,+/+,pos,1
Cordyceps sp. RAO-2017,Coniochaeta ligniaria,0.176227298,0.000160554,0.194208282,7.39E-06,0.289637433,0.772093626,0.692361111,0.810776313,+/+,pos,1
Leucoagaricus sp. SymC.cos,[Candida] arabinofermentans,0.235340973,3.94E-07,0.218066262,4.52E-07,-0.283273617,0.7769671,0.698263889,0.813393502,+/+,pos,1
Cordyceps sp. RAO-2017,Rhizophagus clarus,-0.126835925,0.00680961,-0.109130361,0.012349141,0.279303839,0.780011661,0.701785714,0.814820953,-/-,neg,2
Trichoderma atroviride,Hyaloscypha variabilis,0.118063555,0.011819497,0.101027811,0.020599433,-0.268214671,0.788534083,0.712599206,0.818784968,+/+,pos,1
Colletotrichum fioriniae,Colletotrichum salicis,0.139399733,0.002914771,0.123736766,0.004520888,-0.247933013,0.804186236,0.732936508,0.823672691,+/+,pos,1
Rhizophagus irregularis,Schizosaccharomyces pombe,0.106822761,0.022825421,0.121935255,0.005147196,0.238194223,0.811730458,0.741765873,0.826319962,+/+,pos,1
Colletotrichum fioriniae,Tuber magnatum,0.09625999,0.040350109,0.082130777,0.060033832,-0.221544805,0.824668254,0.757638889,0.832262203,+/0,pos,1
Pneumocystis murina,[Candida] arabinofermentans,0.130007646,0.005532825,0.143482711,0.000977793,0.213600886,0.830858309,0.765079365,0.834986743,+/+,pos,1
Cordyceps sp. RAO-2017,Pichia kudriavzevii,-0.094677812,0.043769028,-0.081494882,0.062050297,0.206665745,0.836270911,0.772519841,0.836175054,-/0,neg,1
Phytophthora capsici,Colletotrichum fioriniae,0.102004052,0.029772209,0.11342809,0.009290672,0.179787804,0.857319158,0.800595238,0.838527163,+/+,pos,1
Albugo candida,[Candida] arabinofermentans,0.118791773,0.011305014,0.129802713,0.002885497,0.173963589,0.861894078,0.806597222,0.83929253,+/+,pos,1
Lipomyces starkeyi,Leucoagaricus sp. SymC.cos,0.109003235,0.020174584,0.119077007,0.006302403,0.158762625,0.873855896,0.821130952,0.842069277,+/+,pos,1
Pneumocystis murina,Rhizophagus clarus,0.250636297,6.22E-08,0.25988313,1.50E-09,0.153860071,0.877720068,0.826190476,0.843356956,+/+,pos,1
Hyaloscypha variabilis,Schizosaccharomyces pombe,0.178362709,0.000133114,0.185831442,1.83E-05,0.120160439,0.904356055,0.86155754,0.861504824,+/+,pos,1
Phytophthora capsici,Colletotrichum salicis,0.114947823,0.014261802,0.119027549,0.006324294,0.064340367,0.948699212,0.923660714,0.870351467,+/+,pos,1
Baudoinia panamericana,Hyaloscypha variabilis,0.224479371,1.35E-06,0.220635089,3.28E-07,-0.062913732,0.9498352,0.924900794,0.870351467,+/+,pos,1
Rhizophagus irregularis,Phytopythium vexans,-0.187384157,5.89E-05,-0.184100877,2.19E-05,0.052896062,0.957814722,0.936706349,0.871889779,-/-,neg,2
Phytopythium vexans,Colletotrichum fioriniae,0.152171123,0.001144454,0.155370169,0.000352626,0.050965981,0.959352629,0.938888889,0.873463025,+/+,pos,1
Baudoinia panamericana,Tuber magnatum,0.201544449,1.51E-05,0.198682899,4.49E-06,-0.046367988,0.963016951,0.944196429,0.875739905,+/+,pos,1
Pseudocercospora musae,[Candida] arabinofermentans,0.177241898,0.000146914,0.17637284,4.83E-05,-0.013954334,0.988866414,0.981746032,0.87802185,+/+,pos,1
