Gene1,Gene2,CRC_cor,CRC_pVal,CTRL_cor,CTRL_pVal,zScoreDiff,pValDiff,empPVals,pValDiff_adj,Classes,color,width
Butyrivibrio proteoclasticus,Colletotrichum fioriniae,0.138556641,0.00309233,0.11070256,0.011140065,-0.440133976,0.659840075,0.565575397,0.773626881,+/+,pos,1
Anaerostipes hadrus,Phytophthora capsici,-0.134755609,0.004021246,-0.107745396,0.013508772,0.426437882,0.669788803,0.575892857,0.778567724,-/-,neg,2
Streptococcus thermophilus,Schizosaccharomyces pombe,0.097372339,0.038083938,0.070667336,0.105801649,-0.41837254,0.67567476,0.581646825,0.779347867,+/0,pos,1
Romboutsia ilealis,Schizosaccharomyces pombe,0.113753435,0.015309657,0.139695594,0.001332221,0.410138545,0.681704319,0.588492063,0.780046564,+/+,pos,1
Anaerostipes hadrus,Schizosaccharomyces pombe,0.16385581,0.000455894,0.18883648,1.33E-05,0.401067639,0.688370326,0.594890873,0.780046564,+/+,pos,1
Pseudobutyrivibrio xylanivorans,Trichoderma atroviride,0.09290088,0.047896259,0.068821547,0.115254377,-0.377035468,0.706147247,0.615277778,0.791759182,+/0,pos,1
Roseburia intestinalis,Albugo candida,0.146143207,0.001795612,0.123561144,0.004578764,-0.357784312,0.720504732,0.630605159,0.794881166,+/+,pos,1
Anaerostipes hadrus,Tuber magnatum,0.174854811,0.000180902,0.153954657,0.000399726,-0.334144793,0.738270301,0.652430556,0.80102757,+/+,pos,1
Pseudobutyrivibrio xylanivorans,Lipomyces starkeyi,0.417263223,0,0.400328403,0,-0.316289388,0.751782865,0.667013889,0.801686719,+/+,pos,2
Butyrivibrio proteoclasticus,Baudoinia panamericana,0.109997142,0.019057917,0.129611383,0.002927495,0.309550984,0.756902436,0.673164683,0.802061452,+/+,pos,1
Anaerostipes hadrus,Leucoagaricus sp. SymC.cos,0.135223383,0.003894687,0.150845714,0.000524475,0.248084725,0.804068854,0.732886905,0.823672691,+/+,pos,1
Roseburia intestinalis,Rhizophagus clarus,0.109143239,0.020013922,0.094460729,0.030460585,-0.230780963,0.817484971,0.748511905,0.828169524,+/+,pos,1
Anaerostipes hadrus,Cordyceps sp. RAO-2017,-0.10701092,0.022585346,-0.12125365,0.005403852,-0.22447219,0.822389904,0.75421627,0.831612238,-/-,neg,2
Bifidobacterium pseudocatenulatum,Phytopythium vexans,-0.116730392,0.012815207,-0.10390087,0.017245003,0.202023308,0.839898503,0.777480159,0.836175054,-/-,neg,2
Anaerostipes hadrus,Colletotrichum fioriniae,0.110938214,0.018050643,0.09827523,0.024331465,-0.199153428,0.842142728,0.779910714,0.836594703,+/+,pos,1
Clostridium beijerinckii,Tuber magnatum,0.109514304,0.01959348,0.120972917,0.00551287,0.18063868,0.856651193,0.799553571,0.838527163,+/+,pos,1
Roseburia intestinalis,Lipomyces starkeyi,0.184561508,7.63E-05,0.173541235,6.41E-05,-0.177098918,0.859430692,0.803025794,0.838527163,+/+,pos,1
Butyrivibrio proteoclasticus,Choanephora cucurbitarum,0.105928888,0.023996347,0.104706685,0.016394471,-0.019224473,0.984662035,0.975248016,0.87802185,+/+,pos,1
Prevotella intermedia,Rhizophagus clarus,-0.111916911,0.017052705,-0.112246903,0.010055699,-0.0051983,0.995852376,0.993501984,0.879229335,-/-,neg,2
