"Gene1","Gene2","adenoma_cor","adenoma_pVal","CTRL_cor","CTRL_pVal","zScoreDiff","pValDiff","empPVals","pValDiff_adj","Classes","type","abs_zScoreDiff"
"Rhizophagus irregularis","Albugo candida",0.140999762390098,0.00825063780669444,0.268801520708977,3.85198095642636e-10,1.92921814846271,0.0537037860689261,0.100900900900901,0.790310407738268,"+/+","Eukaryota",1.92921814846271
"Gemella morbillorum","Erysiphe pulchra",-0.0336864652430463,0.529912310833982,0.0995436013573093,0.0225447798453662,1.92846008717212,0.0537979241622325,0.100900900900901,0.790310407738268,"0/+","Intersect",1.92846008717212
"Streptococcus sp. I-P16","Bifidobacterium longum",0.11153758781083,0.0370035686750874,-0.0214375881104541,0.624075609583272,-1.92659622470591,0.0540299695182734,0.101153153153153,0.790310407738268,"+/0","Bacteria",1.92659622470591
"Roseburia intestinalis","Rhizophagus irregularis",0.192288996877439,0.000296484934300345,0.0613511791022418,0.160407012429569,-1.92428861629027,0.0543184166855112,0.101225225225225,0.790310407738268,"+/0","Intersect",1.92428861629027
"Streptococcus milleri","Streptococcus sp. I-G2",0.462990303038194,0,0.35209218761526,0,-1.92423316034834,0.0543253643637063,0.101225225225225,0.790310407738268,"+/+","Bacteria",1.92423316034834
"Roseburia intestinalis","Colletotrichum salicis",0.0755049869771334,0.158678945113017,-0.0575495104665612,0.187981711948556,-1.92396367431726,0.0543591368971458,0.101225225225225,0.790310407738268,"0/0","Intersect",1.92396367431726
"[Candida] arabinofermentans","Baudoinia panamericana",0.453072201818355,0,0.341100957577687,8.88178419700125e-16,-1.92337494998255,0.0544329779557555,0.101297297297297,0.790310407738268,"+/+","Eukaryota",1.92337494998255
"Sphaerulina musiva","[Candida] arabinofermentans",-0.0995880197091426,0.0627321368551619,0.0325801521302901,0.456317971682882,1.91311791388182,0.0557329589259192,0.10227027027027,0.790310407738268,"0/0","Eukaryota",1.91311791388182
"Bifidobacterium bifidum","Pichia kudriavzevii",0.122228119406336,0.0221911410671858,-0.009534679002934,0.827467160968188,-1.91118873137278,0.0559803314800012,0.102378378378378,0.790310407738268,"+/0","Intersect",1.91118873137278
"Pichia kudriavzevii","Schizosaccharomyces pombe",0.00900399591167454,0.866701171374293,0.139958069655696,0.00130428074774391,1.90398851755232,0.0569116796386884,0.102954954954955,0.790310407738268,"0/+","Eukaryota",1.90398851755232
"Naumovozyma dairenensis","Thielaviopsis punctulata",-0.0330742850245216,0.53742044487072,0.0983675409926333,0.0241974230831832,1.90246470611333,0.0571104287205511,0.103207207207207,0.790310407738268,"0/+","Eukaryota",1.90246470611333
"Ruminococcus bicirculans","Edhazardia aedis",-0.0572992435827793,0.285063173907748,0.0741332074634013,0.0897170857236986,1.90042203393183,0.0573777576324243,0.103351351351351,0.790310407738268,"0/0","Intersect",1.90042203393183
"Longibaculum sp. KGMB06250","Naumovozyma dairenensis",0.13057340864627,0.0145036830028458,-0.000291401733801461,0.994685379755685,-1.90017693941648,0.0574099034868458,0.103351351351351,0.790310407738268,"+/0","Intersect",1.90017693941648
"Clostridium beijerinckii","Aspergillus ochraceoroseus",0.161832231175483,0.00239091927826807,0.031832028001523,0.46673029634575,-1.89743793882693,0.0577701624089042,0.10363963963964,0.790310407738268,"+/0","Intersect",1.89743793882693
"Streptococcus sp. A12","Adlercreutzia equolifaciens",-0.0550156195931433,0.304729680522445,0.0759073511982457,0.082278162039791,1.89310710631323,0.0583436273335942,0.104144144144144,0.790310407738268,"0/0","Bacteria",1.89310710631323
"Albugo candida","Phytopythium vexans",0.0993222338577376,0.0634402238334872,-0.0308205677836989,0.481014320625221,-1.88381286353254,0.059590292948846,0.105081081081081,0.790310407738268,"0/0","Eukaryota",1.88381286353254
"[Eubacterium] eligens","Streptococcus salivarius",-0.0986170355098717,0.0653508788769679,0.0311578951362266,0.476224313612143,1.87840571851809,0.060325683828035,0.105693693693694,0.790310407738268,"0/0","Bacteria",1.87840571851809
"Escherichia coli","Colletotrichum salicis",0.2424825643321,4.45651578973028e-06,0.117422999063119,0.00707253815055564,-1.86882363073457,0.0616473560592069,0.106414414414414,0.790310407738268,"+/+","Intersect",1.86882363073457
"Bifidobacterium adolescentis","Trichoderma atroviride",0.0469684588570766,0.381008510059847,0.174557633258483,5.79524729800163e-05,1.8676365405997,0.0618127495278943,0.106630630630631,0.790310407738268,"0/+","Intersect",1.8676365405997
"Streptococcus sp. A12","Bifidobacterium longum",0.109078859368729,0.0414033819770014,-0.0198290625691706,0.650330918001816,-1.86742833295704,0.061841796255047,0.106630630630631,0.790310407738268,"+/0","Bacteria",1.86742833295704
"Moniliophthora perniciosa","Pichia kudriavzevii",9.45243300103205e-05,0.998594078492536,0.128721319087548,0.00313027428099266,1.86740858971492,0.061844551190612,0.106630630630631,0.790310407738268,"0/+","Eukaryota",1.86740858971492
"Dialister pneumosintes","Bifidobacterium catenulatum",-0.0420837910005974,0.432543323312848,0.0869937354785613,0.0463376983305479,1.86709052942179,0.0618889467373116,0.106702702702703,0.790310407738268,"0/+","Bacteria",1.86709052942179
"Gemella morbillorum","Streptococcus sp. JS71",0.163513789879353,0.00214920883988645,0.0358845775888054,0.41191777127099,-1.86379958689829,0.0623498537975422,0.107135135135135,0.790310407738268,"+/0","Bacteria",1.86379958689829
"Pseudocercospora musae","Naumovozyma dairenensis",0.111698021383521,0.0367308044908663,-0.016693599714046,0.70274821411688,-1.86042562799531,0.0628253316097313,0.107243243243243,0.790310407738268,"+/0","Eukaryota",1.86042562799531
"Bifidobacterium angulatum","Thielaviopsis punctulata",0.0916395464850468,0.0869170059226172,-0.0366620026418239,0.401855728460231,-1.8563051833968,0.0634100706959387,0.107567567567568,0.790310407738268,"0/0","Intersect",1.8563051833968
"Romboutsia ilealis","[Candida] arabinofermentans",-0.0306667036919604,0.567455026384696,0.0971930151199957,0.0259514044035392,1.85054920630693,0.0642344328275932,0.108,0.790310407738268,"0/+","Intersect",1.85054920630693
"Porphyromonas asaccharolytica","Baudoinia panamericana",-0.0823097801905533,0.124299340538777,0.0455880137821596,0.29713128257259,1.84966745512295,0.0643614939462594,0.108036036036036,0.790310407738268,"0/0","Intersect",1.84966745512295
"Clostridium beijerinckii","Streptococcus thermophilus",0.0357096251708673,0.50548240719677,0.162179704102858,0.000190055567518499,1.84654321749301,0.064813370276478,0.108288288288288,0.790310407738268,"0/+","Bacteria",1.84654321749301
"Streptococcus sp. I-P16","Moniliophthora perniciosa",0.150659388004343,0.00473343579448637,0.0240939756988668,0.581752665462002,-1.84389791113538,0.0651980195902312,0.108576576576577,0.790310407738268,"+/0","Intersect",1.84389791113538
"Streptococcus sp. I-G2","[Candida] arabinofermentans",0.141735792450465,0.00791751316777245,0.0154089184860845,0.724656749691553,-1.83768898237731,0.0661082482882993,0.109441441441441,0.790310407738268,"+/0","Intersect",1.83768898237731
"Longibaculum sp. KGMB06250","Thielaviopsis punctulata",-0.0836645700052753,0.11820278179809,0.0433741368887552,0.321234435205592,1.83733670300645,0.0661602047692899,0.109441441441441,0.790310407738268,"0/0","Intersect",1.83733670300645
"Pseudobutyrivibrio xylanivorans","Lactococcus garvieae",0.152152494911753,0.00433143034055972,0.0263641840743743,0.546678833702374,-1.83316342563325,0.0667782711806824,0.110054054054054,0.790310407738268,"+/0","Bacteria",1.83316342563325
"Streptococcus sp. FDAARGOS 192","Trichoderma atroviride",0.109852571194142,0.0399735905417367,-0.0166644358899735,0.703242924204916,-1.83302987150702,0.0667981289200401,0.110054054054054,0.790310407738268,"+/0","Intersect",1.83302987150702
"Parvimonas micra","Bifidobacterium catenulatum",0.117817412635018,0.027527278557395,-0.00850593135523857,0.845835801067941,-1.83172489115532,0.0669924182897746,0.110234234234234,0.790310407738268,"+/0","Bacteria",1.83172489115532
"Rhizophagus irregularis","Debaryomyces hansenii",0.0939456210118547,0.0792323042259433,-0.031889680103656,0.465923253682366,-1.82090689066397,0.0686210115757663,0.111567567567568,0.790310407738268,"0/0","Eukaryota",1.82090689066397
"Streptococcus equinus","Ruminococcus bicirculans",-0.0514020402486173,0.337640357709303,0.0744255841588538,0.0884552813482888,1.81927362128282,0.0688696957400298,0.11181981981982,0.790310407738268,"0/0","Bacteria",1.81927362128282
"Rhizophagus clarus","Colletotrichum salicis",0.0350676137011431,0.513170293758725,-0.0906220064274001,0.0379185265213786,-1.81844294488949,0.0689964596382839,0.111855855855856,0.790310407738268,"0/-","Eukaryota",1.81844294488949
"Streptococcus sp. I-G2","Edhazardia aedis",0.148472155807596,0.00538314822487962,0.0237527768846933,0.587113370721976,-1.81652616557196,0.0692896979307822,0.112144144144144,0.790310407738268,"+/0","Intersect",1.81652616557196
"Pneumocystis murina","Cordyceps sp. RAO-2017",-0.0464797765738157,0.385988616560172,0.0790928885914991,0.0701774427127395,1.81582139812291,0.0693977737467873,0.112216216216216,0.790310407738268,"0/0","Eukaryota",1.81582139812291
"Fusobacterium nucleatum","Streptococcus sp. FDAARGOS 192",0.155603692474802,0.00351763687214879,0.0319981012196884,0.464407616766113,-1.80278949493929,0.0714212806126092,0.11409009009009,0.790310407738268,"+/0","Bacteria",1.80278949493929
"Lactobacillus ruminis","Colletotrichum fioriniae",0.130275570938262,0.0147313775228535,0.00633751209172569,0.884816686911094,-1.80009676436296,0.0718453604328779,0.114306306306306,0.790310407738268,"+/0","Intersect",1.80009676436296
"Sphaerulina musiva","Phytophthora capsici",0.0960443326626917,0.0727257810570352,0.217424832326941,4.89829285577059e-07,1.79905289786118,0.0720103134767835,0.114414414414414,0.790310407738268,"0/+","Eukaryota",1.79905289786118
"Anaerostipes hadrus","Romboutsia ilealis",0.0136812829622667,0.798684728368436,0.137069661800427,0.0016436627665648,1.7939346958008,0.0728235927774454,0.115243243243243,0.790310407738268,"0/+","Bacteria",1.7939346958008
"Parvimonas micra","Pneumocystis murina",0.20035571460256,0.000161146121461897,0.079021049780006,0.0704333233733079,-1.78904345695546,0.073607817164521,0.115891891891892,0.790310407738268,"+/0","Intersect",1.78904345695546
"Dialister pneumosintes","Bifidobacterium angulatum",0.117579841842516,0.0278435947669018,-0.00553561618892382,0.899308013117329,-1.78536091248428,0.0742027944845404,0.11636036036036,0.790310407738268,"+/0","Bacteria",1.78536091248428
"Erysiphe pulchra","Pseudocercospora musae",0.219194294611023,3.52654798532193e-05,0.099276465898639,0.0229113264170389,-1.77876475282379,0.0752783381101785,0.116864864864865,0.790310407738268,"+/+","Eukaryota",1.77876475282379
"Streptococcus sp. HSISS1","Lipomyces starkeyi",0.103971998222636,0.0519618368204453,-0.0187635089014207,0.66796761265071,-1.77746231357796,0.0754922061225086,0.117009009009009,0.790310407738268,"0/0","Intersect",1.77746231357796
"Lipomyces starkeyi","Edhazardia aedis",0.0115848198995533,0.829015759266418,0.133866584534779,0.0021134861018004,1.7770982998299,0.0755520678673841,0.117081081081081,0.790310407738268,"0/+","Eukaryota",1.7770982998299
"Fusobacterium nucleatum","Paracoccidioides brasiliensis",-0.0145549907258165,0.786130144934678,0.10803802596447,0.013256054439359,1.77605539234413,0.0757237876282881,0.117225225225225,0.790310407738268,"0/+","Intersect",1.77605539234413
"Ruminococcus bicirculans","Erysiphe pulchra",-0.0547701397297264,0.306895883223238,0.0680035492072266,0.119649840416761,1.77484714642833,0.0759231292617281,0.117441441441441,0.790310407738268,"0/0","Intersect",1.77484714642833
"Streptococcus salivarius","Leucoagaricus sp. SymC.cos",0.117327302137281,0.0281832579609778,-0.00501737548014677,0.908691461982596,-1.77418160858607,0.07603311531267,0.117621621621622,0.790310407738268,"+/0","Intersect",1.77418160858607
"Streptococcus sp. HSISS2","Colletotrichum salicis",0.103224547762742,0.0536808503863297,-0.019280088879165,0.659393752668755,-1.77401475979323,0.0760607089285274,0.117693693693694,0.790310407738268,"0/0","Intersect",1.77401475979323
"Bifidobacterium catenulatum","Erysiphe pulchra",-0.087349904766978,0.102797335083903,0.0351145806801572,0.422029072882265,1.77150399633817,0.0764769287156368,0.117873873873874,0.790310407738268,"0/0","Intersect",1.77150399633817
"Phytopythium vexans","Edhazardia aedis",0.0062983907803064,0.906533777828656,-0.115442542882293,0.00810477691555267,-1.76509203143077,0.0775482996973292,0.118486486486486,0.790310407738268,"0/-","Eukaryota",1.76509203143077
"Escherichia coli","Trichoderma atroviride",-0.06412625422137,0.23144976715292,0.0579646145031688,0.184811339469812,1.7648905521397,0.0775821618558526,0.118522522522523,0.790310407738268,"0/0","Intersect",1.7648905521397
"Pneumocystis murina","Pichia kudriavzevii",-0.0323992476542181,0.545760729277052,0.0895649085390281,0.0402257979339207,1.76448799013058,0.0776498555948928,0.118522522522523,0.790310407738268,"0/+","Eukaryota",1.76448799013058
"Streptococcus sp. JS71","Edhazardia aedis",0.149547769256347,0.00505423972124852,0.0284779402831933,0.514989462666731,-1.76414197207266,0.077708079496203,0.118558558558559,0.790310407738268,"+/0","Intersect",1.76414197207266
"Butyrivibrio proteoclasticus","Streptococcus sp. A12",-0.00827543516043512,0.877398411371599,0.113413385963877,0.00929986837033447,1.76395249230903,0.0777399780145655,0.118558558558559,0.790310407738268,"0/+","Bacteria",1.76395249230903
"Roseburia intestinalis","Edhazardia aedis",0.146741766803677,0.00595280058974645,0.0258301322883369,0.554835029751738,-1.7609771981013,0.0782422624006379,0.118882882882883,0.790310407738268,"+/0","Intersect",1.7609771981013
"Bifidobacterium catenulatum","Bifidobacterium angulatum",0.26495836269547,4.9213588493302e-07,0.148479055971084,0.000642733597612244,-1.75918472280877,0.0785461382485919,0.119063063063063,0.790310407738268,"+/+","Bacteria",1.75918472280877
"Longibaculum sp. KGMB06250","Bifidobacterium catenulatum",0.157033491030346,0.00322314163331772,0.0368168545733927,0.399869219826984,-1.75429612914265,0.0793797787115086,0.119855855855856,0.790310407738268,"+/0","Bacteria",1.75429612914265
"Streptococcus sp. FDAARGOS 192","Lipomyces starkeyi",0.102150686194487,0.0562330867404988,-0.0189280192242387,0.665232418060004,-1.75326088423271,0.0795572364558385,0.120144144144144,0.790310407738268,"0/0","Intersect",1.75326088423271
"Streptococcus equinus","Streptococcus sp. HSISS1",0.834852428978938,0,0.794141533571943,0,-1.75260982812451,0.0796690031184693,0.120216216216216,0.790310407738268,"+/+","Bacteria",1.75260982812451
"Lipomyces starkeyi","Coniochaeta ligniaria",-0.0779094609348819,0.145793849577605,0.042918373517803,0.326350272701342,1.74710926638216,0.0806183863371875,0.121081081081081,0.790310407738268,"0/0","Eukaryota",1.74710926638216
"Pseudobutyrivibrio xylanivorans","Butyrivibrio proteoclasticus",0.929853927788116,0,0.911550921882525,0,-1.74242961828692,0.0814332970088695,0.121621621621622,0.790310407738268,"+/+","Bacteria",1.74242961828692
"Roseburia intestinalis","Streptococcus salivarius",0.00100959755251095,0.984984477363134,0.120975680295523,0.00551178672780583,1.74059882132107,0.0817539244064955,0.121837837837838,0.790310407738268,"0/+","Bacteria",1.74059882132107
"Streptococcus milleri","Moniliophthora perniciosa",0.105210009735111,0.0492155819089422,-0.0148874321103786,0.733615770782451,-1.73955718604583,0.0819368025679779,0.122054054054054,0.790310407738268,"+/0","Intersect",1.73955718604583
"Fusobacterium periodonticum","Leucoagaricus sp. SymC.cos",0.112828425344348,0.0348568526114923,-0.00716125547907501,0.869970491511421,-1.7393108309267,0.0819801032067085,0.122054054054054,0.790310407738268,"+/0","Intersect",1.7393108309267
"Porphyromonas asaccharolytica","[Candida] arabinofermentans",-0.12300203007727,0.0213536806422989,-0.00323643559315963,0.941026702437731,1.73814607028875,0.0821850788857238,0.122234234234234,0.790310407738268,"-/0","Intersect",1.73814607028875
"Pneumocystis murina","Thielaviopsis punctulata",-0.0567188067217767,0.289978937862014,0.0635131293498204,0.146149514127757,1.7379567902306,0.0822184277918068,0.122234234234234,0.790310407738268,"0/0","Eukaryota",1.7379567902306
"Streptococcus sp. I-G2","Trichoderma atroviride",0.113638652791111,0.0335642420839841,-0.0060241951645332,0.890474441889272,-1.73474342022523,0.082786261825384,0.122666666666667,0.790310407738268,"+/0","Intersect",1.73474342022523
"Ruminococcus bicirculans","Cordyceps sp. RAO-2017",0.0518511494593581,0.33343066910643,0.170370085484837,8.74235164705084e-05,1.73465941997911,0.0828011480143542,0.122666666666667,0.790310407738268,"0/+","Intersect",1.73465941997911
"Cordyceps sp. RAO-2017","Choanephora cucurbitarum",0.0113041765669752,0.833096421521337,-0.108205341689182,0.0131134401029884,-1.73155826261155,0.0833522428928119,0.122954954954955,0.790310407738268,"0/-","Eukaryota",1.73155826261155
"Albugo candida","Aspergillus ochraceoroseus",0.174668095931102,0.00103325774241103,0.0565908819651871,0.195455847914491,-1.72998380335739,0.0836331690448844,0.123171171171171,0.790310407738268,"+/0","Eukaryota",1.72998380335739
"Aspergillus rambellii","Pneumocystis murina",0.0956773381826006,0.0738310504066644,-0.0237535587227945,0.587101060932772,-1.72857885414447,0.0838844969013375,0.123459459459459,0.790310407738268,"0/0","Eukaryota",1.72857885414447
"Adlercreutzia equolifaciens","[Candida] arabinofermentans",0.0375929749265764,0.483282996251123,0.156045603034185,0.00033202495728557,1.72845455762765,0.0839067614044843,0.123495495495495,0.790310407738268,"0/+","Intersect",1.72845455762765
"Romboutsia ilealis","Paracoccidioides brasiliensis",0.00173389160661689,0.974215165547597,0.120859821704932,0.00555734433960087,1.72844433072318,0.083908593502649,0.123495495495495,0.790310407738268,"0/+","Intersect",1.72844433072318
"Pseudobutyrivibrio xylanivorans","Schizosaccharomyces pombe",0.0102833108049613,0.847977218742749,0.129003481486117,0.00306464892574621,1.7244458838999,0.0846273803689016,0.124036036036036,0.790310407738268,"0/+","Intersect",1.7244458838999
"Bifidobacterium bifidum","Alistipes sp. 3BBH6",0.0827464036484485,0.122308420246067,-0.0360746253089659,0.40944436302703,-1.71843504453981,0.08571729281298,0.124720720720721,0.790310407738268,"0/0","Bacteria",1.71843504453981
"Lipomyces starkeyi","Colletotrichum fioriniae",0.149152966041712,0.00517280335262393,0.0315121137081042,0.471222638575771,-1.7144668156428,0.086443026539064,0.125369369369369,0.790310407738268,"+/0","Eukaryota",1.7144668156428
"Gemella morbillorum","Pneumocystis murina",0.175290968459148,0.000990552537350364,0.0583037821708893,0.182250360350673,-1.71444874092586,0.0864463434702639,0.125369369369369,0.790310407738268,"+/0","Intersect",1.71444874092586
"Bifidobacterium pseudocatenulatum","Baudoinia panamericana",0.121470761911811,0.0230380747631687,0.00333020325110084,0.939321340029648,-1.71434936247286,0.0864645824657934,0.125441441441441,0.790310407738268,"+/0","Intersect",1.71434936247286
"Escherichia coli","Baudoinia panamericana",-0.0662432145143676,0.216376069273341,0.0523028465966009,0.231551711021609,1.71359359567406,0.0866033905707364,0.125585585585586,0.790310407738268,"0/0","Intersect",1.71359359567406
"Pseudobutyrivibrio xylanivorans","Lactobacillus ruminis",0.107545092251774,0.0443654234068591,-0.0106029259705291,0.808492474094862,-1.71178824191116,0.0869356997041199,0.125873873873874,0.790310407738268,"+/0","Bacteria",1.71178824191116
"Streptococcus anginosus","Lactobacillus ruminis",0.110086081906829,0.0395503519749481,-0.0078540573038512,0.857519297861734,-1.70922320828084,0.087409611455703,0.12609009009009,0.790310407738268,"+/0","Bacteria",1.70922320828084
"Edhazardia aedis","Choanephora cucurbitarum",0.185090651180718,0.000500551152662343,0.296375325478606,4.18043377692356e-12,1.70783824283315,0.0876663608915293,0.126234234234234,0.790310407738268,"+/+","Eukaryota",1.70783824283315
"Streptococcus sp. I-G2","Aspergillus rambellii",0.114322049734952,0.032505929240197,-0.0031834193785628,0.941991033826155,-1.70372537076299,0.0884324060113084,0.126738738738739,0.790310407738268,"+/0","Intersect",1.70372537076299
"Streptococcus sp. HSISS1","Colletotrichum fioriniae",0.0755341350536491,0.158517768323062,-0.0421542770613343,0.335044851049562,-1.70156098549884,0.0888376963838569,0.126990990990991,0.790310407738268,"0/0","Intersect",1.70156098549884
"Ruminococcus bicirculans","Pseudocercospora musae",-0.0414396228664624,0.439627128628019,0.0761769286573244,0.0811927755960102,1.70055915450353,0.0890257995645481,0.127279279279279,0.790310407738268,"0/0","Intersect",1.70055915450353
"Streptococcus equinus","Escherichia coli",0.104440152451979,0.0509086949522755,-0.0125902349609745,0.773498058482772,-1.69514701518741,0.0900475352651185,0.128,0.790310407738268,"0/0","Bacteria",1.69514701518741
"Erysiphe pulchra","Leucoagaricus sp. SymC.cos",0.0380820038315223,0.477606133659914,0.154203724955307,0.00039103536394447,1.69413642472408,0.0902393621844541,0.12818018018018,0.790310407738268,"0/+","Eukaryota",1.69413642472408
"Fusobacterium periodonticum","Streptococcus anginosus",0.131601880122126,0.0137410076483726,0.0152448360660462,0.727471665547515,-1.6909645435646,0.0908435746951345,0.128648648648649,0.790310407738268,"+/0","Bacteria",1.6909645435646
"Trichoderma atroviride","Paracoccidioides brasiliensis",0.209353839141716,7.93152923770357e-05,0.0952297264579185,0.0291282410595302,-1.68883793025844,0.091250492779391,0.128900900900901,0.790310407738268,"+/+","Eukaryota",1.68883793025844
"Romboutsia ilealis","Bifidobacterium bifidum",-0.0163190880581062,0.760952455967562,0.100117749868589,0.0217741326157253,1.68592917862178,0.0918094410590852,0.129261261261261,0.790310407738268,"0/+","Bacteria",1.68592917862178
"Porphyromonas asaccharolytica","Rhizophagus irregularis",-0.138184000301995,0.00964323156140101,-0.0224085406934138,0.608451791427804,1.68429242599831,0.0921251684312328,0.129585585585586,0.790310407738268,"-/0","Intersect",1.68429242599831
"Streptococcus sp. JS71","[Candida] arabinofermentans",0.134786788740455,0.0115982497641287,0.0191083793128571,0.662238798902622,-1.6819807969807,0.0925725636607854,0.12972972972973,0.790310407738268,"+/0","Intersect",1.6819807969807
"Gemella morbillorum","Streptococcus sp. I-P16",0.149929139832436,0.00494203859370534,0.0346838661345891,0.427747760353241,-1.68008686873074,0.0929404153861845,0.129981981981982,0.790310407738268,"+/0","Bacteria",1.68008686873074
"Longibaculum sp. KGMB06250","Moniliophthora perniciosa",0.10167692416936,0.0573906325062459,-0.0143385328793108,0.74308494998997,-1.68007031359905,0.0929436360024775,0.130018018018018,0.790310407738268,"0/0","Intersect",1.68007031359905
"Streptococcus sp. HSISS2","Pichia kudriavzevii",-0.0157450576447301,0.76911897554841,0.100054249845438,0.0218582254777271,1.67671346576688,0.0935985261449984,0.130594594594595,0.790310407738268,"0/+","Intersect",1.67671346576688
"Prevotella intermedia","Phytopythium vexans",0.183862058616439,0.000546315282588861,0.0700458677132475,0.108913361965515,-1.67208900512328,0.0945067723851376,0.131279279279279,0.790310407738268,"+/0","Intersect",1.67208900512328
"Alistipes sp. 3BBH6","Aspergillus kawachii",0.165924524382362,0.0018414678180978,0.0516742399296121,0.237216334633091,-1.67117030391666,0.0946880440469794,0.131387387387387,0.790310407738268,"+/0","Intersect",1.67117030391666
"Streptococcus sp. FDAARGOS 192","Escherichia coli",0.0940551088840254,0.0788815898520658,-0.0213520997050518,0.625459471840407,-1.67025674970257,0.0948685763249361,0.131603603603604,0.790310407738268,"0/0","Bacteria",1.67025674970257
"Clostridium beijerinckii","Tuber magnatum",0.00604845302377816,0.91022683231639,0.120972916607996,0.00551286953299535,1.66780911001968,0.0953536268578358,0.131891891891892,0.790310407738268,"0/+","Intersect",1.66780911001968
"Butyrivibrio proteoclasticus","Coniochaeta ligniaria",-0.137701454112548,0.00990178110744289,-0.0233134647330939,0.594048962807153,1.6641189437427,0.0960886620531287,0.132612612612613,0.790310407738268,"-/0","Intersect",1.6641189437427
"Clostridium beijerinckii","Fusobacterium periodonticum",0.111760980936955,0.0366242295143047,0.223599528209447,2.25744765103286e-07,1.66336695063831,0.0962390044811851,0.132720720720721,0.790310407738268,"+/+","Bacteria",1.66336695063831
"Streptococcus anginosus","Streptococcus sp. I-P16",0.292042220124195,2.60854995381976e-08,0.183540960779814,2.3221396573625e-05,-1.66251135898676,0.0964102877287462,0.132828828828829,0.790310407738268,"+/+","Bacteria",1.66251135898676
"Erysiphe pulchra","Pichia kudriavzevii",0.0334595192405093,0.532689506531012,0.147339957567419,0.000708069329805827,1.65955817688023,0.0970033678992161,0.133153153153153,0.790310407738268,"0/+","Eukaryota",1.65955817688023
"Romboutsia ilealis","Colletotrichum fioriniae",0.105135384484473,0.049377615593631,-0.00877892943363882,0.840952744347102,-1.65026399064385,0.0988889538591267,0.134702702702703,0.790310407738268,"+/0","Intersect",1.65026399064385
"Rhizophagus clarus","Schizosaccharomyces pombe",0.108490903082463,0.0425185287519125,0.219560841874249,3.75636375338217e-07,1.64983912952984,0.0989758432473308,0.134738738738739,0.790310407738268,"+/+","Eukaryota",1.64983912952984
"Blautia sp. SC05B48","Porphyromonas asaccharolytica",-0.10633144171522,0.0468336424955484,0.00732580496574414,0.867010138829836,1.64674646787436,0.0996101686858702,0.135279279279279,0.790310407738268,"-/0","Bacteria",1.64674646787436
"Pseudobutyrivibrio xylanivorans","Coniochaeta ligniaria",-0.12640901757826,0.0179846326463717,-0.0130285725698279,0.765838111052431,1.64672748086369,0.0996140730401514,0.135279279279279,0.790310407738268,"-/0","Intersect",1.64672748086369
"Streptococcus equinus","Trichoderma atroviride",0.157824277602617,0.00307004668960476,0.0452966427020277,0.30023274525292,-1.64336934274088,0.100306539137332,0.135603603603604,0.790310407738268,"+/0","Intersect",1.64336934274088
"[Eubacterium] eligens","Streptococcus sp. FDAARGOS 192",-0.0955386502820355,0.0742522776862686,0.0178643460670464,0.682994324331655,1.64149586900153,0.100694523898862,0.13581981981982,0.790310407738268,"0/0","Bacteria",1.64149586900153
"Pneumocystis murina","Lipomyces starkeyi",-0.0265262857626641,0.620901478471068,0.0869427058449016,0.0464664846859817,1.64146847289473,0.100700206321737,0.13581981981982,0.790310407738268,"0/+","Eukaryota",1.64146847289473
"Pseudobutyrivibrio xylanivorans","Streptococcus sp. I-P16",0.0137949976922176,0.797047713319415,0.126706908895004,0.00363714805540871,1.64003106899872,0.100998707178508,0.135927927927928,0.790310407738268,"0/+","Bacteria",1.64003106899872
"Porphyromonas asaccharolytica","Lipomyces starkeyi",0.107138797887752,0.0451792497065224,-0.00568224094968407,0.896655661031795,-1.63480708300742,0.102089495487484,0.136684684684685,0.790310407738268,"+/0","Intersect",1.63480708300742
"Bifidobacterium pseudocatenulatum","Hyaloscypha variabilis",-0.0485920053524033,0.364747107210614,0.0643166406448082,0.141104392124556,1.63194796673042,0.102690448054564,0.137081081081081,0.790310407738268,"0/0","Intersect",1.63194796673042
"Bifidobacterium bifidum","Trichoderma atroviride",0.011046187973313,0.836851631754871,0.123361898656646,0.00464523422422203,1.63066257026813,0.102961538578809,0.137333333333333,0.790310407738268,"0/+","Intersect",1.63066257026813
"Pseudobutyrivibrio xylanivorans","Streptococcus sp. I-G2",0.0148711333115801,0.781600814473295,0.127049663962414,0.00354596390090389,1.62952070451956,0.103202835494229,0.137693693693694,0.790310407738268,"0/+","Bacteria",1.62952070451956
"Escherichia coli","Colletotrichum fioriniae",-0.0725296000638621,0.175789299336635,0.0401602376382374,0.358428411082947,1.62910643895967,0.103290488378617,0.137801801801802,0.790310407738268,"0/0","Intersect",1.62910643895967
"Trichoderma atroviride","Baudoinia panamericana",0.0358633801076876,0.503650243733765,0.147270503072969,0.000712245606797612,1.62378583844812,0.10442152349103,0.138594594594595,0.790310407738268,"0/+","Eukaryota",1.62378583844812
"Leucoagaricus sp. SymC.cos","Choanephora cucurbitarum",0.277875978510859,1.26104893416468e-07,0.17130913582995,7.97902030760245e-05,-1.62224491341618,0.104750918458233,0.138846846846847,0.790310407738268,"+/+","Eukaryota",1.62224491341618
"Streptococcus sp. I-P16","Streptococcus sp. HSISS1",0.598494088274707,0,0.521571962119072,0,-1.62133540420806,0.104945726011751,0.139135135135135,0.790310407738268,"+/+","Bacteria",1.62133540420806
